date,transactions,median_transaction_value,av_transaction_value,market_cap,top_100_percent,active_addresses,tweets
26/02/2020,24434,79.715,18037,4219541234,40.823,53367,1058
27/02/2020,25182,66.029,7787,3975296733,40.918,51109,983
28/02/2020,23666,72.172,6549,3876205176,40.899,49440,946
29/02/2020,24045,61.537,4271,3845334818,40.943,52212,664
01/03/2020,21625,62.835,4280,3771952861,40.91,43635,653
02/03/2020,23356,65.723,5821,3857056278,40.966,58774,763
03/03/2020,21772,56.052,5538,3927642804,40.932,73373,1063
04/03/2020,20401,53.909,5014,3900565145,40.956,43363,938
05/03/2020,23449,61.609,4982,3994631849,40.992,76286,687
06/03/2020,22856,69.726,7137,4027650479,40.992,123456,1138
07/03/2020,22571,61.502,5182,4025888989,40.974,168267,909
08/03/2020,22767,68.426,6956,3665921067,40.944,115279,670
09/03/2020,24745,107.498,7967,3206963930,41.011,59147,618
10/03/2020,23645,58.064,7856,3243473420,40.946,85691,573
11/03/2020,21480,51.725,6755,3147507309,40.961,47553,565
12/03/2020,28365,127.159,23209,2524152640,41.516,50490,571
13/03/2020,28780,119.547,17409,2206099680,41.455,54238,616
14/03/2020,21153,52.98,6883,2313264129,41.454,43313,472
15/03/2020,18974,57.874,4850,2301434153,41.566,39158,344
16/03/2020,23032,75.858,9176,2129702107,41.604,44562,475
17/03/2020,22117,60.484,5369,2220079261,41.598,48595,433
18/03/2020,23034,57.654,10839,2174003204,41.618,42759,391
19/03/2020,23966,67.803,8236,2355330416,41.562,46591,502
20/03/2020,25683,65.061,6857,2558439332,41.636,48833,483
21/03/2020,19646,47.589,8482,2462652078,41.627,36420,439
22/03/2020,18238,50.303,8243,2428546391,41.612,37556,447
23/03/2020,20471,50.386,7994,2413195324,41.571,41701,436
24/03/2020,21205,47.729,6892,2559529516,41.543,57236,509
25/03/2020,21010,59.469,7409,2554939426,41.531,40993,466
26/03/2020,20601,52.337,3319,2539017374,41.558,39687,391
27/03/2020,23426,53.517,3712,2584644111,41.564,41442,432
28/03/2020,21892,74.784,3726,2453901794,41.653,37260,523
29/03/2020,20428,53.21,2264,2471353598,41.661,38093,488
30/03/2020,21773,43.168,3667,2495476623,41.669,42230,468
31/03/2020,23902,42.676,3629,2519471815,41.71,57092,440
01/04/2020,22423,47.012,2840,2482242140,41.726,43742,407
02/04/2020,23442,46.666,4686,2578934662,41.711,48176,446
03/04/2020,22537,39.499,5912,2619215238,41.735,39019,510
04/04/2020,23783,58.839,3487,2618350718,41.708,40001,803
05/04/2020,24144,95.53,2891,2628645782,41.703,41102,986
06/04/2020,24750,57.574,4919,2761532779,41.749,46852,599
07/04/2020,27268,47.685,5810,2969198548,41.733,63196,620
08/04/2020,24745,51.42,5394,2984556529,41.713,45601,452
09/04/2020,25003,51.304,6487,2990858097,41.693,44840,555
10/04/2020,30625,67.007,7617,2806732230,41.688,48606,499
11/04/2020,22579,70.915,3971,2746344351,41.696,40694,477
12/04/2020,21507,64.931,7403,2767222158,41.715,37813,496
13/04/2020,23009,64.372,6742,2625187893,41.745,44356,487
14/04/2020,26225,60.337,4073,2678866998,41.747,62682,507
15/04/2020,26034,54.253,3564,2646603362,41.752,46652,498
16/04/2020,26407,55.929,5285,2677382678,41.645,47302,604
17/04/2020,27186,55.01,3797,2738774416,41.673,49289,766
18/04/2020,27293,49.913,3437,2786819901,41.686,46820,963
19/04/2020,25194,50.094,4792,2793552964,41.687,71236,405
20/04/2020,27432,63.037,5105,2715325157,41.694,52046,489
21/04/2020,25279,56.391,3298,2633446828,41.717,67516,561
22/04/2020,25310,72.087,4034,2677249145,41.826,46961,522
23/04/2020,27187,64.794,3222,2744880823,41.835,45561,559
24/04/2020,28242,75.496,5706,2854372508,41.894,66628,677
25/04/2020,26560,76.566,3994,2900437630,41.889,60635,648
26/04/2020,25148,61.268,3443,2889615884,41.913,57652,727
27/04/2020,30150,64.809,5453,2880785040,41.906,65676,822
28/04/2020,31508,51.478,5071,2887126432,41.994,89059,890
29/04/2020,33129,70.787,7099,3053568243,42.01,83991,877
30/04/2020,34689,59.791,7418,3116486587,42.053,76903,677
01/05/2020,29877,51.306,3771,3069842237,42.013,85760,527
02/05/2020,28054,49.872,4367,3099894586,41.989,81037,584
03/05/2020,26528,68.065,5922,3152288161,42.013,52846,684
04/05/2020,26777,57.21,5630,3029282696,41.934,58944,719
05/05/2020,27982,52.975,6234,3035733510,41.937,70100,634
06/05/2020,29352,53.877,5539,3033563563,41.934,56052,602
07/05/2020,31358,59.374,6598,3004408656,42.01,59348,662
08/05/2020,35032,123.674,5606,3083503858,42.042,74761,662
09/05/2020,29207,67.535,5318,3119055734,42.05,62019,611
10/05/2020,26480,75.974,6219,2738108789,41.937,56274,543
11/05/2020,29677,61,5540,2703775222,41.996,66875,694
12/05/2020,32463,50.561,5129,2742143186,42.006,75245,578
13/05/2020,29431,48.613,4804,2773649651,42.044,58305,727
14/05/2020,31229,50.661,4787,2823678328,42.141,62371,1225
15/05/2020,31419,49.102,4354,2813056895,42.164,64475,1036
16/05/2020,29927,49.943,4126,2818273060,42.14,55697,568
17/05/2020,27985,49.547,4332,2854973883,42.15,54131,595
18/05/2020,32426,54.182,5713,2937788844,42.135,62174,748
19/05/2020,32922,45.917,3327,2929441405,42.125,76882,1401
20/05/2020,34080,48.382,3230,2934998527,42.132,65032,1738
21/05/2020,29976,56.116,5144,2828559333,42.073,63308,557
22/05/2020,31623,54.6,4285,2836706475,42.066,65546,648
23/05/2020,31808,54.883,2248,2874837680,42.076,60297,695
24/05/2020,28109,59.114,3316,2850257084,42.091,59855,573
25/05/2020,32055,39.492,5632,2787520169,42.05,64601,518
26/05/2020,31476,47.898,3535,2771267435,42.041,77770,503
27/05/2020,31109,58.935,4319,2808233199,42.04,61905,872
28/05/2020,33256,45.661,2574,2861517089,42.053,42678,571
29/05/2020,36320,49.671,3885,2910559141,42.043,67766,637
30/05/2020,35234,53.607,5062,3012443926,42.063,65802,922
31/05/2020,31522,52.033,3386,3046654982,42.042,129382,780
01/06/2020,34065,55.751,7952,3030151783,42.054,58116,848
02/06/2020,35377,54.765,9473,3111189141,42.337,100589,893
03/06/2020,33031,49.251,4726,3030522408,42.298,76264,1026
04/06/2020,34257,58.033,3823,3096846678,42.287,111360,1543
05/06/2020,35519,56.662,3437,3087145774,42.309,137677,619
06/06/2020,32593,49.917,3217,3052806534,42.313,64295,1273
07/06/2020,31232,68.253,6006,3026633862,42.278,51910,730
08/06/2020,35440,51.545,4141,3026928223,42.28,56585,572
09/06/2020,33619,48.792,3312,3006705716,42.29,73077,571
10/06/2020,33798,51.516,6872,3011017710,42.298,55640,932
11/06/2020,36927,61.178,4822,2964483548,42.248,60588,1423
12/06/2020,34939,59.303,5718,2890448590,42.209,53265,553
13/06/2020,30845,49.218,6059,2917816307,42.017,47208,515
14/06/2020,29541,47.532,2252,2902829745,41.998,48860,786
15/06/2020,34099,51.279,5486,2821944708,41.991,53531,807
16/06/2020,34058,52.245,3824,2857140169,41.983,71291,792
17/06/2020,32288,53.33,3105,2879557623,41.999,52221,702
18/06/2020,32123,49.578,4250,2860541708,41.997,53998,455
19/06/2020,30994,51.707,5219,2827619681,42,53578,537
20/06/2020,31615,34.495,4330,2815431019,41.993,52847,650
21/06/2020,27300,43.25,2776,2830451360,41.995,46962,440
22/06/2020,29762,47.652,3516,2863362128,42.032,52436,505
23/06/2020,35032,63.057,2746,2882459495,42.079,78098,469
24/06/2020,33927,66.585,3761,2834326107,42.109,58215,441
25/06/2020,37887,57.603,3885,2780800906,42.07,65379,530
26/06/2020,36758,59.457,4434,2790767966,42.066,64953,465
27/06/2020,33296,60.99,4607,2771670322,42.013,59312,670
28/06/2020,32022,56.569,2801,2705367318,41.981,57228,540
29/06/2020,32513,56.07,2792,2704235422,41.997,57357,532
30/06/2020,32028,51.899,3302,2706975755,41.887,74956,768
01/07/2020,32234,47.345,6104,2720735308,41.884,58543,612
02/07/2020,33373,54.219,2666,2708199726,41.879,59856,612
03/07/2020,34271,54.579,2342,2704894489,41.937,59748,464
04/07/2020,32266,56.03,2362,2731124784,41.941,54698,540
05/07/2020,30309,54.324,3470,2723233696,41.93,51693,463
06/07/2020,33943,56.929,2773,2801022766,41.931,64428,651
07/07/2020,34261,54.231,3978,2855692005,42.025,78282,533
08/07/2020,37180,62.784,9443,2934274178,41.999,65350,970
09/07/2020,36345,61.007,3873,2936884198,42.033,64938,623
10/07/2020,35456,59.339,3021,2892136466,42.031,64356,559
11/07/2020,32826,50.884,2300,2906126387,42.038,46441,888
12/07/2020,32901,52.771,2809,2926927368,42.06,70882,441
13/07/2020,36035,61.173,5067,2928874458,42.109,63966,510
14/07/2020,36914,50.937,3229,2857681215,42.086,84058,369
15/07/2020,36869,57.238,3675,2847250603,42.075,70847,405
16/07/2020,38139,55.731,6279,2771044721,42.055,68073,385
17/07/2020,37963,57.286,5681,2752386330,42.063,69696,183.5
18/07/2020,37625,50.821,2635,2776165560,42.074,65330,275.25
19/07/2020,35085,57.47,2733,2777204189,42.073,63609,367
20/07/2020,36874,54.868,3110,2779247003,41.881,65373,444
21/07/2020,36362,54.619,5614,2836438479,41.793,81224,607
22/07/2020,36879,52.838,3842,2868206549,41.802,67227,592
23/07/2020,38973,57.179,5693,2953887832,41.899,69889,887
24/07/2020,39020,53.782,5063,2916872944,41.898,68429,752
25/07/2020,41949,57.46,7786,3112492255,41.921,75498,1242
26/07/2020,40327,55.035,5398,3186093172,42.059,71125,2698
27/07/2020,45708,71.364,7159,3271168962,42.094,80788,2884
28/07/2020,47595,68.817,10238,3580791896,41.91,103806,2803
29/07/2020,46628,72.133,5239,3664137615,41.861,89333,2687
30/07/2020,46497,76.541,7358,3661846489,41.842,94816,2399
31/07/2020,45241,74.859,9613,3763761327,41.886,96634,2085
01/08/2020,37643,60.721,8135,3931823296,41.882,79179,1264
02/08/2020,35488,64.264,12491,3836711342,41.863,84196,797
03/08/2020,41825,71.009,10273,3817632906,41.656,103546,638
04/08/2020,44167,73.773,5416,3804261938,41.669,103384,605
05/08/2020,49062,68.783,4561,3835865364,41.656,95007,1061
06/08/2020,47671,69.967,6671,3871422192,41.65,98510,604
07/08/2020,46662,66.723,5875,3866957410,41.658,90950,876
08/08/2020,45869,65.773,6234,3780807599,41.662,89247,753
09/08/2020,44557,59.602,4892,3768047903,41.66,89718,692
10/08/2020,45692,65.298,6331,3809856253,41.696,89981,809
11/08/2020,49436,66.037,9659,3721195660,41.713,106183,592
12/08/2020,41910,54.127,8972,3560135658,41.73,76939,505
13/08/2020,54521,46.792,3924,3578751234,41.833,94067,558
14/08/2020,51942,48.333,5049,3725021958,41.796,90197,1018
15/08/2020,49178,58.897,6108,3833364351,41.84,85898,1291
16/08/2020,49963,59.987,9066,4047054996,42.011,89984,1408
17/08/2020,45093,74.275,14980,4264114350,42.161,87408,1665
18/08/2020,49298,70.55,10194,4380212470,42.214,124953,1253
19/08/2020,49687,73.767,12379,4119081151,42.185,139530,868
20/08/2020,57345,36.881,5274,4110484100,42.161,94394,1154
21/08/2020,41976,69.217,7412,4045873829,42.197,88102,775
22/08/2020,38539,57.894,5025,3905015348,42.216,78672,1350
23/08/2020,37883,53.415,5389,3915538363,42.137,73375,719
24/08/2020,39637,57.264,6101,4066650778,42.143,81152,1282
25/08/2020,42130,57.477,7747,3937513673,42.146,99983,699
26/08/2020,38870,65.269,11344,3822393124,41.782,83424,1185
27/08/2020,38960,59.367,6115,3751940006,41.784,84551,651
28/08/2020,40182,58.475,6869,3748356453,41.814,85307,551
29/08/2020,39127,57.553,4436,3786927675,41.823,80221,527
30/08/2020,36999,57.792,6690,3935785950,41.828,80546,1061
31/08/2020,42350,68.653,7392,4070453601,41.922,87250,629
01/09/2020,44561,69.361,6974,4120533080,41.938,109943,1202
02/09/2020,43935,70.198,8888,3958130122,41.951,96490,897
03/09/2020,43171,62.019,11277,3649205637,41.928,101566,828
04/09/2020,47485,62.68,15510,3271262351,41.936,107185,1479
05/09/2020,41509,62.718,7834,3212916755,41.917,93260,1900
06/09/2020,39010,50.53,5014,3157240921,41.903,85711,1690
07/09/2020,39910,72.855,7430,3136694574,41.694,93342,1839
08/09/2020,41560,55.673,4842,3150545899,41.67,109488,1746
09/09/2020,42871,66.94,3893,3147440218,41.791,96315,931
10/09/2020,43496,59.637,4202,3207637368,41.784,96473,546
11/09/2020,44243,51.902,3535,3193450481,41.819,96966,532
12/09/2020,41510,57.918,2855,3249804954,41.865,96324,548
13/09/2020,31212,54.964,6065,3252309052,41.86,87677,402
14/09/2020,34993,53.212,4612,3189112991,41.895,96712,427
15/09/2020,40196,37.159,3626,3243253082,41.863,110237,1072
16/09/2020,57394,17.353,2406,3170823590,41.733,103557,757
17/09/2020,84689,8.301,1392,3199763475,41.723,98149,615
18/09/2020,95327,4.447,1931,3195680320,41.727,103787,477
19/09/2020,112159,2.256,1115,3194544571,41.728,110151,456
20/09/2020,114522,2.097,1137,3137946015,41.678,86862,324
21/09/2020,129564,1.456,1591,2982308472,41.683,95928,870
22/09/2020,139126,0.883,1617,2889440147,41.561,119322,461
23/09/2020,155026,0.758,926.325,2918228734,41.623,90672,426
24/09/2020,165775,0.737,704.332,2909526584,41.617,96897,556
25/09/2020,163168,0.719,888.836,2991142671,41.629,95453,665
26/09/2020,162605,0.712,640.772,3030713946,41.642,92186,645
27/09/2020,156817,0.649,628.842,3024015437,41.665,82683,486
28/09/2020,156506,0.601,742.782,3064856184,41.696,90660,496
29/09/2020,145857,0.561,880.68,3001146054,41.72,102708,390
30/09/2020,136550,0.618,1003,3034108238,41.685,87262,519
01/10/2020,128723,0.727,961.516,3092337361,41.661,91906,864
02/10/2020,127137,0.7,1094,2987452621,41.681,94030,686
03/10/2020,114721,0.684,1017,3003832802,41.667,90386,495
04/10/2020,109816,0.87,840.765,3042216311,41.685,89479,755
05/10/2020,112400,1.126,1412,3057595121,41.712,93404,674
06/10/2020,112774,1.008,1069,3066206755,41.725,107394,542
07/10/2020,113105,0.858,1328,3043297821,41.716,87736,490
08/10/2020,105895,0.697,1129,3080297554,41.728,79502,436
09/10/2020,98023,1.348,1632,3131335059,41.68,84003,451
10/10/2020,98297,1.266,2591,3257016379,41.643,86315,582
11/10/2020,90377,1.62,1051,3303478848,41.641,86234,535
12/10/2020,95048,1.257,2563,3340875669,41.448,92106,1158
13/10/2020,91817,1.59,1512,3306649729,41.411,104693,929
14/10/2020,88605,1.913,1777,3309081887,41.426,93581,801
15/10/2020,119376,0.589,957.022,3281291857,41.42,93451,710
16/10/2020,103875,1.236,1797,3152323270,41.399,99243,495
17/10/2020,94335,1.151,1024,3119689962,41.374,90248,772
18/10/2020,93764,0.97,911.315,3133240036,41.358,86903,421
19/10/2020,96255,1.813,1222,3150189434,41.383,93078,438
20/10/2020,104095,1.813,1163,3141576531,41.381,111948,453
21/10/2020,112291,2.65,2270,3336072381,41.335,106688,1189
22/10/2020,102053,1.987,2473,3642223226,41.337,103825,774
23/10/2020,100960,1.95,2262,3660864314,41.366,100791,621
24/10/2020,100811,2.966,1666,3806217436,41.406,97052,948
25/10/2020,95616,1.651,1906,3868410861,41.282,126557,861
26/10/2020,95291,1.767,2478,3811102821,41.162,124167,496
27/10/2020,90282,2.182,3222,3816416601,41.208,120105,617
28/10/2020,86381,2.068,2801,3806206660,41.283,105412,707
29/10/2020,87397,1.162,2391,3673807988,41.678,105047,552
30/10/2020,98648,1.605,2518,3573977856,41.776,101633,390
31/10/2020,89745,1.951,3785,3661737272,41.657,102040,513
01/11/2020,88250,1.238,1554,3653884291,41.64,97484,805
02/11/2020,92091,1.641,4320,3628607068,41.433,109376,1902
03/11/2020,93547,1.628,2820,3517049433,41.449,133341,857
04/11/2020,84726,1.754,3678,3555884886,41.301,104646,638
05/11/2020,87604,2.796,4733,3757920191,41.567,110577,1007
06/11/2020,87477,4.607,3795,4070157799,41.652,108406,980
07/11/2020,82481,3.052,3559,4122429516,41.533,74870,1299
08/11/2020,74652,3.086,2216,3989886445,41.455,69447,578
09/11/2020,80318,4.317,3210,3972098050,41.41,78339,738
10/11/2020,80585,3.249,3557,3882750737,41.421,96391,771
11/11/2020,76730,2.956,2917,3950339460,41.587,81219,678
12/11/2020,79721,2.33,2651,3899936881,41.493,82264,529
13/11/2020,82474,6.813,5714,4230282361,41.821,88056,1280
14/11/2020,75450,5.427,3504,4216691732,41.559,78131,667
15/11/2020,74371,3.892,2467,4167521530,41.529,77321,1744
16/11/2020,81652,7.241,8338,4548743326,41.939,90461,2341
17/11/2020,79329,8.061,7988,4912390282,41.823,101205,2708
18/11/2020,75031,9.944,4916,4864751103,41.877,92124,2363
19/11/2020,76804,8.812,8765,5129278406,42.044,89704,1752
20/11/2020,76494,9.64,8401,5453985328,42.138,91419,2345
21/11/2020,72243,11.121,10333,5578922035,42.144,91180,978
22/11/2020,69462,10.476,7475,5576454771,42.091,87480,624
23/11/2020,72600,13.199,9770,5746718197,41.988,159665,645
24/11/2020,75711,18.642,8229,5952247435,41.956,114856,960
25/11/2020,66158,19.263,6323,5791010098,42.022,95069,599
26/11/2020,66023,19.14,8419,4905517608,41.796,93625,611
27/11/2020,62802,15.983,8206,4608556805,41.69,87798,737
28/11/2020,58663,14.499,12037,4725454775,41.598,76256,835
29/11/2020,59332,13.114,9563,5038971668,41.582,76491,679
30/11/2020,60723,25.642,10351,5443995548,41.791,91505,732
01/12/2020,66000,25.504,10738,5866886773,41.948,176909,674
02/12/2020,58038,24.808,8118,5786336518,42.026,86592,667
03/12/2020,62531,19.103,8855,5877291402,42.1,90159,850
04/12/2020,59314,19.604,9306,5687103501,41.878,86572,646
05/12/2020,54634,18.101,7357,5469363554,41.652,78375,547
06/12/2020,55287,8.82,5866,5510660609,41.66,74449,445
07/12/2020,56166,23.128,7355,5553134497,41.637,86815,662
08/12/2020,56116,22.78,10426,5385741016,41.303,97642,634
09/12/2020,55813,24.902,14022,5070797103,40.604,86227,635
10/12/2020,55958,18.48,7161,5018425225,40.041,85166,596
11/12/2020,56321,24.771,9126,4781716709,40.063,85386,553
12/12/2020,49448,31.104,8363,5018875111,40.053,77111,2493
13/12/2020,58304,18.342,11506,5296053520,40.141,75530,1320
14/12/2020,57541,24.885,9313,5402550445,40.147,88327,2020
15/12/2020,51944,25.817,10628,5466040891,40.144,96611,966
16/12/2020,58689,30.892,14611,5621235460,40.349,98893,778
17/12/2020,71951,40.434,15151,6550845941,40.49,117090,1177
18/12/2020,59656,48.366,17888,7156179723,40.226,100047,1172
19/12/2020,60011,50.584,26187,7493201684,40.21,94892,1484
20/12/2020,56577,39.892,25144,7812798904,40.329,92886,931
21/12/2020,54904,42.485,27061,7325256091,40.433,96663,708
22/12/2020,55955,43.833,29581,7108056683,40.496,106745,757
23/12/2020,61317,45.287,34075,7243198045,40.632,98157,741
24/12/2020,58108,28.692,21211,7008122298,40.679,90012,572
25/12/2020,54186,40.078,26108,7763793086,40.785,88938,870
26/12/2020,61107,44.992,23818,8656571573,40.968,96727,1141
27/12/2020,59369,59.144,26637,8816354561,41.045,123493,1105
28/12/2020,60288,45.707,25562,8745239007,40.794,106319,798
29/12/2020,64247,53.007,33397,8438590365,40.721,113601,1278
30/12/2020,58731,50.954,18195,8514723602,40.572,103651,696
31/12/2020,59818,36.827,25612,8380893305,40.594,96887,552
01/01/2021,53103,47.257,17976,8520714370,40.595,88608,536
02/01/2021,66870,41.87,18820,8640085257,40.663,104558,1287
03/01/2021,71819,67.45,40171,9802554467,40.689,116302,1754
04/01/2021,69407,104.057,26337,10390672516,40.479,120182,1290
05/01/2021,63120,89.252,28468,10313830547,40.572,125777,1004
06/01/2021,68735,74.816,19611,10853780623,40.439,159219,1317
07/01/2021,66450,141.942,51938,11328254166,40.692,132932,1977
08/01/2021,66398,113.416,50227,11193537543,40.585,131352,2031
09/01/2021,62648,73.389,62150,11409136681,40.533,122667,1246
10/01/2021,60534,91.244,61715,11747756761,40.602,113183,1037
11/01/2021,67125,99.445,47917,9331511594,40.925,132826,964
12/01/2021,59246,66.259,50969,9218163258,40.93,135892,1006
13/01/2021,57793,55.343,34182,9166607505,40.932,110681,1455
14/01/2021,58356,79.183,20960,9966549430,40.901,117857,982
15/01/2021,54827,81.965,23284,9785429956,41.074,120546,820
16/01/2021,56228,61.371,19451,9728599626,41.174,117803,760
17/01/2021,52380,52.293,20087,9524428105,41.117,105465,788
18/01/2021,57437,64.445,37384,9713464241,41.225,120218,924
19/01/2021,62938,78.967,31022,10637959272,41.041,134123,1027
20/01/2021,77055,65.183,31797,9911729192,40.95,130619,678
21/01/2021,66403,76.051,25266,9200439238,40.995,126109,936
22/01/2021,60491,54.46,21159,9159024821,41.173,115119,737
23/01/2021,62142,32.296,14674,9281709591,41.199,116586,1375
24/01/2021,59689,30.357,19367,9303242292,41.244,115343,1745
25/01/2021,66255,35.889,25283,9554395221,41.144,127394,808
26/01/2021,61644,34.017,38418,9016947373,41.322,136366,623
27/01/2021,70064,25.856,58347,8495230932,41.379,137452,837
28/01/2021,69642,38.091,35645,8642239168,41.286,133361,1326
29/01/2021,85731,69.628,32192,9192147991,41.304,158069,1225
30/01/2021,78644,35.121,35305,8843916073,41.324,142443,1079
31/01/2021,75831,29.998,24007,8718801851,41.314,135043,973
01/02/2021,80082,39.723,25416,8761586059,41.339,147943,1159
02/02/2021,80022,43.282,28339,9350592071,41.331,161284,1325
03/02/2021,85952,36.912,28853,10182861832,41.471,156896,1482
04/02/2021,78975,60.449,33472,10015877269,41.538,162221,994
05/02/2021,81226,54.522,28248,10142163797,41.68,179917,1555
06/02/2021,80886,47.452,31719,10653555069,41.468,138627,1504
07/02/2021,71289,58.142,31831,10156559474,41.46,143257,1416
08/02/2021,81284,62.296,19887,10429364811,41.455,155425,2543
09/02/2021,89704,65.028,21999,11438337788,41.442,167302,1951
10/02/2021,99063,48.039,26903,12314169404,41.715,179179,2160
11/02/2021,84580,59.73,18932,12386238181,41.699,173737,1905
12/02/2021,89291,65.209,21139,12512766058,41.658,170857,2040
13/02/2021,93307,73.24,40880,13964261507,41.825,181167,5847
14/02/2021,87592,47.493,41337,14734381630,41.865,167145,2710
15/02/2021,86643,51.407,35174,13959255098,41.662,171560,2036
16/02/2021,87071,41.007,19933,14168386075,41.625,127890,1340
17/02/2021,98738,39.841,37873,14835965789,42.002,46632,1896
18/02/2021,99239,42.559,92066,15394422789,41.487,212675,1664
19/02/2021,101770,45.096,64451,15553640153,41.304,227185,1696
20/02/2021,102001,50.178,59931,15967959341,41.128,198005,1781
21/02/2021,89546,48.095,87201,15273664434,41.02,176530,1419
22/02/2021,103496,49.681,75539,14213559343,41.055,196455,1216
23/02/2021,102068,42.199,58963,12108743609,41.008,203490,1736
24/02/2021,106241,24.749,39137,12174598374,41.021,186144,5779
25/02/2021,100354,35.654,27538,12640073949,41.252,189059,4473
26/02/2021,114981,24.784,19781,11633553284,41.009,201454,2014
27/02/2021,105222,20.228,15064,11734188815,40.988,172074,1841
28/02/2021,94734,21.332,43691,10882456236,40.846,171696,1508
01/03/2021,101604,24.031,38298,11397145514,40.904,206174,1499
02/03/2021,101959,24.813,26547,11838204598,40.988,205940,1890
03/03/2021,117749,18.057,21473,12736196817,41.118,198286,2270
04/03/2021,99539,28.169,24248,12442701324,41.032,194226,1269
05/03/2021,95367,36.501,26904,11766529281,40.974,188563,1499
06/03/2021,96671,25.183,15979,12174001924,40.97,185649,1232
07/03/2021,90555,35.365,19366,12501831176,41.036,185917,1330
08/03/2021,95639,39.874,21948,12561280404,40.987,205040,1124
09/03/2021,107709,34.14,16825,13323383827,41.066,213011,1875
10/03/2021,115052,21.479,20671,13472848507,41.122,178440,1471
11/03/2021,97259,55.289,20034,13341976967,41.145,195562,1537
12/03/2021,105745,66.205,23717,14128347385,40.981,216705,2625
13/03/2021,110670,46.348,16184,14946042815,41.129,243541,1866
14/03/2021,100365,45.435,16831,14821874453,41.108,229570,1748
15/03/2021,108180,41.64,20957,13995280348,41.006,238537,1723
16/03/2021,111237,35.644,16811,13423215121,40.892,289788,1704
17/03/2021,130636,19.478,16701,13440187528,40.572,240993,1559
18/03/2021,114405,46.326,17648,13709938943,40.654,279225,2449
19/03/2021,115157,39.997,18904,13554364356,40.719,263562,1794
20/03/2021,105578,29.183,15428,13631517238,40.75,249334,1497
21/03/2021,108921,36.907,27196,13229770005,40.717,248434,1377
22/03/2021,106571,43.631,19918,13033403718,40.672,264466,1864
23/03/2021,108063,34.621,20858,12532718868,40.785,278934,1350
24/03/2021,126584,19.291,19050,12824899143,40.874,244943,1888
25/03/2021,110470,29.473,19330,11732650267,40.785,272307,1863
26/03/2021,108820,34.388,19217,12004738971,40.828,197462,2257
27/03/2021,114513,23.97,9246,12276600186,40.855,271786,2176
28/03/2021,115185,19.466,7346,12393386823,40.842,266016,3465
29/03/2021,113198,30.751,12462,12982169408,40.864,293148,1942
30/03/2021,110600,39.787,48358,13108931692,41.015,281116,2306
31/03/2021,119245,35.438,43389,13041961701,41.031,171938,1313
01/04/2021,111963,56.123,45764,13389620515,41.09,178559,622
02/04/2021,109891,53.124,49203,13854829146,41.169,166466,408
03/04/2021,110209,44.069,50191,14136373031,41.264,163129,1336
04/04/2021,97329,44.408,54992,13528874745,41.141,144939,852
05/04/2021,110352,58.234,50343,14008362528,41.252,186129,1389
06/04/2021,116958,86.644,59518,15444208769,41.591,240044,815
07/04/2021,122624,40.127,46923,15290904238,41.351,174990,2057
08/04/2021,105004,51.973,45517,15054428889,41.347,164829,1384
09/04/2021,103263,66.579,44540,15152939075,41.331,179778,967
10/04/2021,111532,51.914,52523,15759036045,41.492,186395,2587
11/04/2021,102664,64.941,55988,17045590757,41.786,185867,2125
12/04/2021,108446,60.371,41252,16813681523,41.585,206816,1288
13/04/2021,113059,90.453,45471,17598715410,41.54,228780,1751
14/04/2021,126744,58.594,35283,18317847367,41.617,250460,2515
15/04/2021,114068,86.776,32479,18667874596,41.622,217530,2832
16/04/2021,134592,107.902,34588,19699742550,41.909,249273,3786
17/04/2021,127117,85.865,34659,21448720201,41.967,229838,2689
18/04/2021,117344,83.165,30971,18097848954,41.974,218709,1350
19/04/2021,124055,106.715,33057,18157396069,42.011,256818,1082
20/04/2021,129750,134.667,31000,17245626550,41.921,285939,1625
21/04/2021,131599,71.347,21193,17808967385,41.915,295816,1462
22/04/2021,114679,120.555,31986,18130254405,43.211,272454,1281
23/04/2021,117080,117.637,28646,15817390748,42.74,253867,1296
24/04/2021,109770,70.781,17548,15562288552,42.755,218518,1513
25/04/2021,100075,75.663,16366,15283056345,42.756,252686,1276
26/04/2021,106563,96.406,24120,16276890163,42.695,214226,1283
27/04/2021,108257,101.376,29809,17164804129,43.525,265883,1076
28/04/2021,120956,64.897,18865,17297003510,43.531,240986,1212
29/04/2021,115134,80.475,19253,17229360354,43.463,247630,1701
30/04/2021,114180,106.091,23042,17843950925,43.494,254232,1452
01/05/2021,114113,81.71,16713,18350014788,43.406,243865,1097
02/05/2021,98466,81.151,16710,18277937797,43.401,243713,813
03/05/2021,117360,98.32,18536,19053404664,43.415,266700,1813
04/05/2021,124332,131.651,29802,20255908552,43.749,285082,2553
05/05/2021,143695,102.59,28112,22997801593,44.076,295720,3963
06/05/2021,130417,112.743,32033,23095401843,44.104,286287,2410
07/05/2021,126788,154.543,34054,23935987335,44.063,285063,2205
08/05/2021,122147,121.781,23091,23410508574,44.005,257262,1293
09/05/2021,117622,132.02,22731,24051815600,44.321,167601,2260
10/05/2021,137557,194.586,44508,26318236286,44.799,333821,3804
11/05/2021,132344,172.659,34844,24490164101,44.439,303466,1626
12/05/2021,135431,142.848,33755,25036111740,44.284,276187,1584
13/05/2021,120794,182.826,238929,21436281282,43.672,263280,1998
14/05/2021,123576,160.394,226366,21886160983,43.655,297106,1697
