date,transactions,median_transaction_value,av_transaction_value,market_cap,top_100_percent,active_addresses,tweets
01/01/2015,2848,34.688,1354,95560519,56.039,7184,593
02/01/2015,3195,7.705,1435,94080617,56.214,8791,395
03/01/2015,5201,35.206,5561,81253226,56.202,11315,348
04/01/2015,4937,20.644,4990,71991337,56.308,9859,301
05/01/2015,4530,27.534,1846,73584358,56.378,10514,613
06/01/2015,4196,33.292,1964,74117499,56.122,10420,1538
07/01/2015,4334,46.711,1734,75417967,55.786,11235,2125
08/01/2015,5235,26.502,1939,72913727,55.678,12011,1477
09/01/2015,4360,19.176,1312,70362612,55.694,10855,2967
10/01/2015,6204,55.339,11004,62356576,55.758,12355,3071
11/01/2015,5734,30.122,1699,62940216,55.776,11882,1298
12/01/2015,4355,9.267,2251,60932007,55.26,11087,456
13/01/2015,5706,12.83,2200,55438489,54.852,12941,460
14/01/2015,5465,64.829,7691,46104999,54.335,12294,418
15/01/2015,4395,32.836,5225,45568037,53.841,10736,413
16/01/2015,4708,16.015,2669,48819076,54.247,10959,382
17/01/2015,6269,10.871,724.646,46747836,54.218,10150,541
18/01/2015,5511,13.408,664.735,46940202,54.281,10043,434
19/01/2015,5351,17.705,617.526,47442420,54.499,10709,764
20/01/2015,5487,37.5,672.516,46857376,54.435,10950,578
21/01/2015,5055,67.356,1165,47820664,54.604,9951,702
22/01/2015,4692,43.273,830.088,50217325,54.477,9709,537
23/01/2015,3433,14.199,1321,50093601,54.259,8578,619
24/01/2015,4751,55.094,2162,60003253,54.504,10071,551
25/01/2015,6468,60.725,2701,75859003,54.287,12560,736
26/01/2015,5929,100.298,8109,77811450,54.078,10603,715
27/01/2015,7047,9.32,1946,70852141,55.218,11259,572
28/01/2015,7703,4.396,628.326,68055221,54.939,9217,574
29/01/2015,4369,35.854,1901,66534132,55.11,12499,788
30/01/2015,5785,90.249,806.823,67696205,55.134,13580,588
31/01/2015,5827,62.995,858.517,67644828,55.232,20573,494
01/02/2015,4150,26.241,1267,63105563,55.289,23856,689
02/02/2015,11732,176.399,1684,63667239,55.15,20507,574
03/02/2015,4349,9.193,900.636,66443180,55.18,11796,761
04/02/2015,3543,13.323,1138,64238238,55.259,23673,678
05/02/2015,4301,24.758,965.087,63093053,55.109,9412,659
06/02/2015,4776,11.095,504.568,63970349,55.124,10366,676
07/02/2015,13183,0.00178,190.899,64507768,55.103,16727,706
08/02/2015,19857,0.00178,114.956,64385338,55.304,17489,804
09/02/2015,18035,0.00268,298.111,62605851,55.13,17325,782
10/02/2015,8879,0.865,398.495,62857000,54.955,14799,741
11/02/2015,9398,0.865,304.447,62896016,54.833,16431,899
12/02/2015,5586,0.859,329.593,62507079,54.872,12679,609
13/02/2015,7721,0.899,508.154,65457743,54.822,15644,776
14/02/2015,5423,9.304,927.804,67738497,54.936,12843,457
15/02/2015,4909,9.431,1203,68871903,55.067,12857,448
16/02/2015,4261,2.317,440.22,65492997,55.02,13888,537
17/02/2015,3518,3.661,492.258,66527456,54.908,10194,1837
18/02/2015,5333,0.307,366.068,65940483,54.91,11440,695
19/02/2015,5083,1.81,406.681,66225160,54.891,11389,669
20/02/2015,3680,2.095,523.472,66049026,54.799,9839,720
21/02/2015,4363,1.827,333.926,65967489,54.753,8781,613
22/02/2015,3951,8.675,467.085,64427185,54.819,8157,727
23/02/2015,5133,0.831,756.242,64243047,54.846,11428,784
24/02/2015,4880,2.785,628.577,65057144,54.779,11446,772
25/02/2015,5970,3.658,1051,64763944,54.704,11193,785
26/02/2015,5993,4.329,495.317,64472240,54.683,9556,730
27/02/2015,6474,0.206,788.556,66416588,54.554,13745,759
28/02/2015,6445,0.103,530.202,66431272,54.509,14088,593
01/03/2015,6225,0.3,409.143,66472012,54.58,13617,504
02/03/2015,5092,3.086,1049,69255883,54.57,13181,537
03/03/2015,4387,8.538,12268,70446761,53.486,13868,512
04/03/2015,10194,1.924,765.222,71085273,53.339,15902,446
05/03/2015,5777,1.883,836.106,69650461,53.629,14544,611
06/03/2015,3857,4.427,1086,69993869,53.858,11228,937
07/03/2015,4681,2.472,1109,70032618,54.125,22587,415
08/03/2015,4343,4.061,24365,70546748,44.975,11390,393
09/03/2015,4190,4.104,1213,71220798,45.02,11777,458
10/03/2015,4562,8.999,1351,74086009,45.271,12900,462
11/03/2015,4408,6.827,1254,73933165,45.227,14170,579
12/03/2015,4177,6.403,1039,74969902,45.464,10566,572
13/03/2015,3894,6.842,1143,74308180,45.727,13510,1842
14/03/2015,4460,2.946,1172,72875401,45.154,23231,529
15/03/2015,3559,6.358,1087,73205561,45.148,11368,412
16/03/2015,4132,6.529,978.799,75098381,45.201,15147,539
17/03/2015,3788,8.536,2552,73981211,46.159,12494,518
18/03/2015,4004,9.311,1625,68049593,45.91,13155,460
19/03/2015,4092,11.452,1846,64482015,45.259,11596,581
20/03/2015,3800,5.171,1301,65348970,45.362,11466,428
21/03/2015,4162,3.466,906.702,64972719,45.304,25924,373
22/03/2015,4480,3.7,688.096,66219783,45.367,15045,349
23/03/2015,4147,4.838,1078,66423119,45.38,13058,437
24/03/2015,3938,8.22,1085,63919925,45.339,10666,359
25/03/2015,4203,12.901,2195,63725856,44.782,11559,420
26/03/2015,3700,10.2,1108,63688908,44.749,12666,1801
27/03/2015,3429,9.606,1614,62768252,44.774,10826,380
28/03/2015,3699,5.081,533.195,63550859,44.788,23535,464
29/03/2015,3848,9.2,812.798,62185994,44.779,15347,435
30/03/2015,3565,9.169,950.335,62028799,44.725,13090,439
31/03/2015,3855,12.344,801.653,61688876,44.752,11334,433
01/04/2015,3714,9.305,811.724,61540184,44.774,11272,434
02/04/2015,3523,9.763,621.982,62629095,44.717,12111,428
03/04/2015,3422,8.039,776.592,62908708,44.769,10800,481
04/04/2015,3456,3.666,690.315,62559198,44.718,24039,2948
05/04/2015,3391,6.61,683.301,63211579,44.821,13578,397
06/04/2015,3721,8.306,426.905,62839375,44.754,12724,403
07/04/2015,3627,8.887,728.059,62072233,44.812,12200,416
08/04/2015,5383,12.861,791.566,61508099,44.878,14175,439
09/04/2015,3968,4.713,1394,59714969,45.054,10720,502
10/04/2015,4963,3.962,581.147,57735900,45.091,15181,370
11/04/2015,4894,2.302,814.346,56355256,45.004,24576,407
12/04/2015,3949,5.013,1087,55133601,45.041,12258,397
13/04/2015,3584,10.427,1116,53959197,44.988,13901,423
14/04/2015,4751,6.836,1773,51044167,45.1,12001,415
15/04/2015,4462,11.141,1435,52516075,45.091,13294,456
16/04/2015,3957,19.909,896.956,53259550,45.249,9604,400
17/04/2015,3885,11.597,1085,53384017,45.302,11821,363
18/04/2015,4247,11.667,607.586,53289940,45.254,23911,332
19/04/2015,5386,23.05,618.995,53392384,45.309,14118,438
20/04/2015,4031,19.843,854.255,53046988,45.022,12006,385
21/04/2015,4144,22.12,748.696,53716832,45.184,11450,401
22/04/2015,3752,19.378,952.573,55214329,45.437,10298,282
23/04/2015,3878,15.352,810.603,55257269,45.396,14655,323
24/04/2015,3821,20.228,1381,54390610,45.678,12119,366
25/04/2015,3392,8.674,613.015,53193196,45.616,22323,303
26/04/2015,3422,10.639,881.451,51546118,45.32,14945,330
27/04/2015,3410,11.318,1054,53472180,45.21,10906,388
28/04/2015,3428,11.261,784.584,53405653,45.094,10674,365
29/04/2015,3114,13.423,1024,53400019,45.002,9353,365
30/04/2015,3061,15.338,1157,55716606,45.024,12603,440
01/05/2015,2835,13.116,999.315,55362963,45.042,10247,311
02/05/2015,2949,8.346,684.481,55096875,45.184,22204,315
03/05/2015,3410,12.165,1228,55993105,45.181,15053,278
04/05/2015,3438,11.574,1171,55778798,45.396,10272,507
05/05/2015,3197,16.543,1351,54694441,45.33,11700,380
06/05/2015,2998,16.902,841.075,54465671,45.467,10183,343
07/05/2015,3400,14.31,1058,55511507,45.799,11633,1053
08/05/2015,3385,29.312,1412,56899189,45.633,11998,376
09/05/2015,3681,14.648,1198,56946824,45.528,22614,462
10/05/2015,3167,12.394,1236,56154820,45.113,11468,216
11/05/2015,3592,10.885,880.962,56282333,45.274,15204,273
12/05/2015,3590,38.175,1098,55983684,45.254,11612,245
13/05/2015,3435,22.715,1416,57354583,45.302,11163,281
14/05/2015,2860,21.639,1094,56578136,45.404,9837,362
15/05/2015,2966,20.684,1286,56834119,45.296,9244,297
16/05/2015,3153,12.689,1021,57013363,45.165,21597,272
17/05/2015,2978,8.206,803.359,56898880,45.091,12301,229
18/05/2015,3616,10.03,1071,56772188,45.177,12622,416
19/05/2015,3172,21.542,1253,56727286,45.404,11671,290
20/05/2015,3062,25.793,1204,57359563,45.373,11825,308
21/05/2015,2846,44.141,1463,57624354,45.298,10158,863
22/05/2015,4498,86.538,4376,66201816,45.901,12264,432
23/05/2015,3628,91.688,2831,71975495,46.592,12362,287
24/05/2015,3731,29.901,2027,71801998,46.643,22123,282
25/05/2015,3424,49.537,1915,71396861,46.616,12550,375
26/05/2015,3153,42.821,1638,71305357,46.616,10481,317
27/05/2015,3369,81.999,2758,73405939,46.458,11406,450
28/05/2015,3255,60.09,2280,72983478,46.543,10293,319
29/05/2015,3065,89.871,3458,72104379,46.671,10417,351
30/05/2015,3180,28.848,2220,71590985,47.01,21962,227
31/05/2015,3597,59.349,3235,66623517,46.757,12545,326
01/06/2015,3986,17.312,2182,64156496,46.641,12882,449
02/06/2015,3612,22.413,2276,65647798,46.997,10587,457
03/06/2015,3879,14.881,1932,67056610,46.669,9233,322
04/06/2015,3064,36.905,2439,66498579,47.019,8916,367
05/06/2015,3319,58.503,2707,67992290,46.7,7975,601
06/06/2015,3387,78.405,2696,70220946,46.682,21887,2219
07/06/2015,3045,34.234,2523,69471276,46.633,12290,1479
08/06/2015,3738,56.921,3056,70652216,46.242,9706,5356
09/06/2015,3196,44.922,2336,72114613,45.999,10308,388
10/06/2015,3124,37.778,2596,70563429,46.086,9708,381
11/06/2015,3421,56.605,2469,71491706,46.053,10247,7683
12/06/2015,3967,54.831,2432,72032085,46.31,11636,2739
13/06/2015,3433,70.971,3308,73956455,46.469,22491,379
14/06/2015,4402,98.807,3697,78822031,46.95,13018,631
15/06/2015,4375,100.617,3812,80321252,46.945,13969,537
16/06/2015,6420,158.856,6934,97786771,47.87,15959,878
17/06/2015,6622,342.088,8562,117872289,47.431,17682,536
18/06/2015,5208,152.217,7334,121748012,47.858,14181,390
19/06/2015,4896,257.452,6818,114372397,47.561,12955,898
20/06/2015,9503,2.947,2479,118066661,47.644,27384,296
21/06/2015,16654,2.985,944.777,119644595,47.112,27618,360
22/06/2015,4332,103.669,3173,120986581,46.92,11914,445
23/06/2015,3995,139.732,2821,119636820,47.007,14174,381
24/06/2015,4622,100.894,3730,115045769,47.734,12895,403
25/06/2015,5584,37.201,4072,112984667,47.55,14795,383
26/06/2015,5529,22.457,2909,115293886,47.665,14988,347
27/06/2015,8973,4.774,2192,120968246,47.493,27995,350
28/06/2015,9308,15.764,1941,123130876,47.48,20572,360
29/06/2015,10743,27.723,4269,139747034,47.098,20749,650
30/06/2015,7881,141.19,7401,165273005,47.818,21554,1089
01/07/2015,5210,355.114,8318,159325973,47.949,15317,767
02/07/2015,5086,311.569,7909,164583206,47.689,16173,722
03/07/2015,4945,282.385,8193,165370310,47.537,14380,581
04/07/2015,4787,143.114,5265,165190972,47.586,23675,735
05/07/2015,6324,316.361,9689,177956092,48.002,14717,871
06/07/2015,7810,515.832,15214,209035039,48.682,19292,1172
07/07/2015,6124,346.956,8589,209007100,49.064,16582,1052
08/07/2015,6852,493.058,11487,232000740,48.481,16513,1179
09/07/2015,9613,704.943,14575,287364783,49.02,21070,1764
10/07/2015,11648,747.027,19538,250948544,49.833,23519,2024
11/07/2015,7624,271.112,9879,169536915,49.583,28240,1377
12/07/2015,7378,300.876,9346,203128651,49.403,20105,1145
13/07/2015,5789,282.562,7618,187143588,49.696,13608,1144
14/07/2015,4613,244.511,7460,187550326,49.806,11846,1077
15/07/2015,5091,345.673,5963,176278115,48.947,11497,1164
16/07/2015,6819,367.598,6631,149693063,49.572,14097,1435
17/07/2015,4395,328.252,10758,150684487,48.918,10244,1341
18/07/2015,3514,264.765,5935,159505287,48.659,10043,1059
19/07/2015,3874,70.802,3395,152501278,48.652,18409,1071
20/07/2015,3217,130.443,4083,152678180,48.709,8951,1117
21/07/2015,3510,185.396,4623,155863827,48.735,7946,1304
22/07/2015,3224,136.255,6434,152812247,48.719,6931.5,1120
23/07/2015,2902,74.872,3650,153957308,48.719,6931.5,899
24/07/2015,4465,427.593,8719,174831493,48.719,6931.5,910
25/07/2015,4021,405.281,8018,189391405,48.703,6931.5,716
26/07/2015,4157,91.372,5343,187056339,48.54,6931.5,460
27/07/2015,3734,110.102,6434,187624101,49.328,5917,1119
28/07/2015,4486,213.088,11127,201594688,49.043,11378,836
29/07/2015,4278,207.759,5794,196814530,49.036,10782,743
30/07/2015,3230,226.336,7426,186594935,48.913,9368,872
31/07/2015,3163,202.271,6647,187726965,49.058,9504,796
01/08/2015,3593,198.287,7942,174184282,49.208,16079,679
02/08/2015,3703,144.349,10079,165659621,49.326,11241,682
03/08/2015,3845,140.074,5744,175110572,49.265,10516,1347
04/08/2015,3571,210.49,8200,177575885,49.09,10361,749
05/08/2015,3188,111.201,7650,177346632,49.429,8838,669
06/08/2015,3620,161.294,6246,168985102,49.365,10244,697
07/08/2015,3147,203.62,5075,168849494,49.515,9516,684
08/08/2015,3486,115.915,4909,165130948,49.674,17592,639
09/08/2015,3270,145.927,6639,159876072,49.385,10129,617
10/08/2015,3620,97.369,5010,161809833,49.219,10670,822
11/08/2015,3389,111.454,5348,165406205,49.27,8130,815
12/08/2015,3513,100.616,6187,168159823,49.638,10877,838
13/08/2015,3149,81.833,3374,159723057,49.699,10089,738
14/08/2015,3152,83.025,4201,165349153,49.504,10066,762
15/08/2015,2920,58.666,4232,162988881,49.756,16041,691
16/08/2015,3107,91.767,4776,163529431,49.708,9512,795
17/08/2015,3819,108.457,4197,165162052,49.712,8727,832
18/08/2015,3424,141.066,5590,158672187,49.647,9286,705
19/08/2015,3850,224.779,7067,143284370,49.756,10052,810
20/08/2015,2949,140.635,4874,147314922,49.803,8665,695
21/08/2015,2668,107.587,3617,147382593,49.847,8077,759
22/08/2015,3287,63.637,4716,144954769,49.972,17595,780
23/08/2015,3116,84.222,5663,141144806,50.043,9877,1084
24/08/2015,4400,290.131,7806,128337395,49.946,11214,797
25/08/2015,5531,474.708,10083,116257492,49.475,11023,907
26/08/2015,4204,92.668,7737,122811777,49.494,9761,800
27/08/2015,2763,100.959,6376,121202036,49.453,7891,744
28/08/2015,3419,148.668,8673,117417757,48.76,9555,717
29/08/2015,2900,66.263,4076,119492561,48.852,17363,305
30/08/2015,2707,51.747,2311,117701493,48.97,8338,598
31/08/2015,2877,51.383,4602,118134419,49.179,9219,694
01/09/2015,3268,32.595,2689,117235481,49.099,8992,675
02/09/2015,2870,104.902,2978,114958711,48.953,8579,699
03/09/2015,3065,96.407,4731,110664997,49.586,7636,740
04/09/2015,2988,51.987,4196,112061697,49.546,8480,594
05/09/2015,3403,25.808,2189,117573094,49.667,18562,618
06/09/2015,5977,30.408,4488,125219701,49.36,12088,739
07/09/2015,2977,58.114,8635,125941575,49.595,7858,668
08/09/2015,3063,85.635,6616,129058347,49.66,8786,704
09/09/2015,2816,146.099,3808,123321738,49.5,7688,296
10/09/2015,2794,173.902,4608,122443274,49.536,6790,689
11/09/2015,2878,87.579,3506,123790393,49.547,8848,687
12/09/2015,2738,71.118,1742,119892314,49.452,8162,837
13/09/2015,3621,27.795,2589,117341325,49.583,20643,710
14/09/2015,2999,84.838,3901,119422643,49.394,8607,161
15/09/2015,2603,91.878,1607,118187046,49.466,6998,877
16/09/2015,2964,68.556,2138,116009007,49.488,8055,945
17/09/2015,2814,147.286,4219,122210909,49.51,8155,652
18/09/2015,3270,172.046,4209,125366904,49.564,9596,698
19/09/2015,2673,193.038,5161,122046716,49.481,7786,849
20/09/2015,3804,29.184,3619,119801831,49.257,20338,815
21/09/2015,3418,208.892,4897,117984169,49.112,10010,662
22/09/2015,3663,167.79,4354,119769731,49.067,9872,710
23/09/2015,2964,213.617,3600,120656832,49.039,7072,736
24/09/2015,2816,261.282,3006,122452223,49.099,7411,671
25/09/2015,3444,100.43,2599,122235330,49.17,10216,662
26/09/2015,2559,173.271,2559,120514448,49.234,6536,541
27/09/2015,3569,57.034,1769,121096735,49.285,18672,595
28/09/2015,3693,206.353,4680,125155793,48.29,10871,732
29/09/2015,3703,594.812,6389,129526484,48.434,8354,714
30/09/2015,3495,224.484,4122,126955846,48.288,10113,914
01/10/2015,3070,150.534,3114,125885977,48.162,8325,619
02/10/2015,3075,198.269,1683,125734058,48.186,9255,591
03/10/2015,2809,226.067,2386,127311061,48.222,6537,527
04/10/2015,3601,70.611,2371,126947097,48.178,19605,577
05/10/2015,3364,231.58,3012,127169147,48.163,9648,605
06/10/2015,3515,308.919,3848,129398620,48.305,8784,733
07/10/2015,3563,234.845,2823,130627448,48.273,8436,579
08/10/2015,3284,214.286,2507,128445518,48.49,8183,532
09/10/2015,3970,183.531,3113,130385276,48.662,7259,556
10/10/2015,4165,68.676,2113,130862534,48.784,18215,577
11/10/2015,3715,209.509,4537,131427323,48.839,10541,588
12/10/2015,4669,157.084,2973,132786260,49.145,10915,621
13/10/2015,4374,317.871,4293,132688303,49.203,7582,672
14/10/2015,5283,108.58,3495,132352351,49.1,8118,641
15/10/2015,4435,315.484,3774,131580430,49.029,10732,591
16/10/2015,4462,461.54,3693,131675427,48.947,10818,445
17/10/2015,5807,203.563,3846,129469876,49.006,21509,578
18/10/2015,4855,632.451,8120,127574989,49.514,10203,563
19/10/2015,4278,445.775,3618,127115910,49.703,8329,506
20/10/2015,4290,697.917,3266,130170601,49.781,10070,493
21/10/2015,7378,42.538,2998,129834320,49.856,12557,506
22/10/2015,4476,775.834,5601,130903722,49.814,9641,456
23/10/2015,5255,313.785,3617,130384893,49.877,10257,500
24/10/2015,5713,74.764,2477,129614155,50.016,20893,479
25/10/2015,6300,301.467,3844,129883054,49.825,10311,493
26/10/2015,6287,162.815,2921,130088236,49.774,11288,536
27/10/2015,6953,50.916,2591,130652220,49.851,10479,636
28/10/2015,5716,380.7,2516,130243359,49.88,12361,662
29/10/2015,7109,876.68,4991,150551653,49.859,13087,688
30/10/2015,7988,1128,7257,161403897,49.679,16423,832
31/10/2015,11663,625.714,3516,155698172,49.758,20966,681
01/11/2015,3944,289.605,5432,154215188,49.795,9634,977
02/11/2015,5365,186.832,5209,160617294,49.752,15052,710
03/11/2015,6952,207.931,8945,177801124,49.126,14829,847
04/11/2015,8463,157.802,6952,192904843,49.103,14336,988
05/11/2015,6148,311.125,7679,167100685,49.38,11004,1100
06/11/2015,7884,53.852,5364,149316075,49.023,22642,873
07/11/2015,5463,57.084,4637,148734267,48.863,10676,643
08/11/2015,6517,41.902,3016,144865307,48.84,11981,766
09/11/2015,7680,42.835,4927,140309356,48.367,15781,744
10/11/2015,5200,316.222,7619,136285632,48.618,10527,1364
11/11/2015,6068,100.883,5918,128597719,48.802,12989,503
12/11/2015,5937,69.389,4605,134723091,48.96,12468,522
13/11/2015,5196,49.757,4976,137202579,49.02,10283,814
14/11/2015,5861,35.153,5357,136477688,48.743,21753,632
15/11/2015,6191,45.942,3696,131727777,48.856,14261,609
16/11/2015,5786,55.929,4684,132864907,49.52,10690,703
17/11/2015,5531,83.719,3932,136076502,49.344,11036,898
18/11/2015,6994,29.471,3369,136143407,49.473,14215,831
19/11/2015,5843,43.465,4208,134497676,49.618,11206,691
20/11/2015,5835,81.635,5658,133408944,49.861,13069,899
21/11/2015,5784,42.372,5427,134445978,49.636,17972,705
22/11/2015,5268,39.753,6877,133976640,49.687,13470,866
23/11/2015,4540,304.345,7325,133669582,49.826,10157,512
24/11/2015,5098,106.322,7207,133387275,49.647,14347,480
25/11/2015,6242,147.836,5791,140350808,49.701,11746,635
26/11/2015,8688,69.184,6444,153003847,49.877,14169,675
27/11/2015,5558,105.499,6283,152383314,50.086,11808,668
28/11/2015,7482,31.056,3680,152037193,50.003,20438,606
29/11/2015,6029,94.236,7004,153862169,49.861,12422,558
30/11/2015,6425,226.314,5405,157303578,49.911,13363,569
01/12/2015,6213,297.802,7595,151863147,50.132,12600,596
02/12/2015,5033,687.441,9104,145302023,50.586,11702,586
03/12/2015,4749,1205,11529,146508647,50.717,9784,556
04/12/2015,4661,1546,12890,145789532,50.675,9145,539
05/12/2015,6008,429.61,7806,149363084,50.461,21045,644
06/12/2015,6442,349.611,9311,151890946,50.412,12447,668
07/12/2015,9440,42.922,7615,154824265,50.59,12074,723
08/12/2015,6363,422.995,10854,155826526,50.476,14551,596
09/12/2015,7234,238.894,11832,159569977,50.712,12702,672
10/12/2015,5826,913.956,8312,157911480,50.595,10561,630
11/12/2015,7599,652.806,10419,162647634,50.516,12208,667
12/12/2015,7407,310.119,6801,157950840,50.223,21817,489
13/12/2015,5847,1137,10426,156146554,50.099,12198,430
14/12/2015,8017,184.358,6623,156268357,50.102,11530,511
15/12/2015,8641,346.719,8924,162819601,49.74,13670,603
16/12/2015,8647,27.686,4489,161716347,49.624,13845,543
17/12/2015,5275,37.192,2700,161602452,49.831,10562,459
18/12/2015,3626,44.805,4271,162977321,49.717,8660,508
19/12/2015,4366,16.883,2073,162533276,49.759,19726,431
20/12/2015,4275,16.127,2453,158743946,49.612,13075,481
21/12/2015,6300,220.079,4512,150754046,49.611,14617,478
22/12/2015,4237,28.852,1857,149773112,49.715,11547,501
23/12/2015,5387,180.498,5298,152836366,50.035,10361,509
24/12/2015,4089,72.491,4860,158507038,49.941,12073,480
25/12/2015,3097,24.084,2417,157843913,50.077,9636,690
26/12/2015,3830,34.808,4996,152181084,50.04,10684,672
27/12/2015,4728,10.394,2799,150940157,49.99,21444,441
28/12/2015,4069,25.306,1884,152280083,49.788,12121,438
29/12/2015,3997,28.361,2199,152180727,49.589,9507,398
30/12/2015,4562,31.371,1949,152085532,49.608,13231,413
31/12/2015,2860,41.303,2521,151448427,49.699,7613,433
01/01/2016,3136,35.825,2321,154122207,49.883,13958,350
02/01/2016,4917,14.109,1299,153449914,49.907,20578,317
03/01/2016,3794,9.627,1650,152236487,49.914,11222,420
04/01/2016,4535,16.438,1112,152951632,49.963,12335,458
05/01/2016,3792,21.87,1505,152247635,49.976,8121,400
06/01/2016,3232,13.8,3469,151582767,49.916,8549,478
07/01/2016,4731,94.009,4270,155749543,50.407,11438,392
08/01/2016,6832,56.708,4164,157116400,50.263,13473,1854
09/01/2016,7472,250.236,6169,156433419,50.068,23816,365
10/01/2016,5113,139.292,5226,155004306,50.233,10421,423
11/01/2016,6913,17.304,3213,156159500,50.155,15234,569
12/01/2016,3998,25.497,2552,154869236,49.984,11345,466
13/01/2016,4160,50.189,4622,151872476,50.354,8830,519
14/01/2016,3302,28.551,3426,152057475,50.518,11308,671
15/01/2016,4134,80.21,8054,144810548,50.124,8748,661
16/01/2016,5179,30.945,3898,133389329,50.602,11135,618
17/01/2016,6082,24.482,1821,134282750,50.55,21604,387
18/01/2016,4494,19.024,2016,132765506,50.559,13018,395
19/01/2016,3104,21.019,1874,133105821,50.678,7721,381
20/01/2016,5369,16.387,2969,137279595,50.7,13297,396
21/01/2016,3912,33.893,3770,144277527,50.962,10488,441
22/01/2016,4386,47.823,3137,137587431,50.722,9502,396
23/01/2016,5025,21.954,1576,136989655,50.716,22745,337
24/01/2016,4643,31.892,2609,138851949,50.446,12513,668
25/01/2016,5146,28.542,1689,138385395,50.407,18202,484
26/01/2016,5552,44.79,3617,138059358,50.333,21226,463
27/01/2016,7193,47.887,4315,142367125,49.614,17254,428
28/01/2016,6290,44.83,4134,138611783,49.971,21227,510
29/01/2016,5041,44.819,4398,136032974,50.155,17021,554
30/01/2016,5638,22.328,1639,136039206,50.451,32188,628
31/01/2016,5291,28.079,1523,135939626,50.411,14687,663
01/02/2016,5589,25.118,2115,135152092,50.349,14167,2518
02/02/2016,3366,26.82,1702,135402125,50.426,17789,933
03/02/2016,3219,17.474,1003,135139528,50.422,12250,595
04/02/2016,3939,30.626,2600,137540901,50.459,16552,498
05/02/2016,3761,25.072,1890,138844410,50.223,11480,587
06/02/2016,3695,24.839,2251,136254531,49.938,20415,409
07/02/2016,3402,18.567,1389,136749143,49.943,12815,759
08/02/2016,3572,24.671,1124,136088013,50.096,10109,506
09/02/2016,4141,23.543,1456,135389964,50.041,16948,334
10/02/2016,3139,23.03,2910,136392614,49.995,9669,308
11/02/2016,3151,26.559,1953,136294222,50.153,8013,296
12/02/2016,3381,12.9,1712,136577658,50.108,14738,350
13/02/2016,3252,15.681,1716,138066756,50.129,15875,232
14/02/2016,3451,20.473,2863,140561788,50.126,15604,292
15/02/2016,3873,26.952,2406,140649112,50.287,15600,336
16/02/2016,3685,18.333,1724,140751627,50.339,10364,298
17/02/2016,5035,30.685,2018,143098319,50.352,9230,291
18/02/2016,3736,39.518,2982,143770922,50.269,13758,316
19/02/2016,4824,32.296,2933,143527180,50.389,11066,294
20/02/2016,5272,88.848,4559,149038807,50.2,17553,346
21/02/2016,4723,85.237,4918,154195731,50.459,19883,381
22/02/2016,5275,49.227,3179,153427788,50.7,14764,413
23/02/2016,4052,96.732,5543,152388997,50.29,11225,391
24/02/2016,4684,75.781,2922,149622874,50.343,11350,358
25/02/2016,3822,56.504,2866,149462065,50.34,13553,423
26/02/2016,3919,50.709,3108,149724745,50.325,14211,373
27/02/2016,3584,38.971,2570,152104273,50.462,20403,321
28/02/2016,3821,68.797,5837,151249722,50.424,13108,353
29/02/2016,4700,35.97,3342,153519155,50.279,13750,422
01/03/2016,4725,41.468,3603,152906396,50.138,11682,264
02/03/2016,6565,37.696,1721,151965490,49.98,13484,429
03/03/2016,4283,81.442,4151,148165438,50.14,16777,421
04/03/2016,3646,201.541,4573,147621118,50.468,12060,392
05/03/2016,4443,43.152,2883,142318713,50.622,21258,437
06/03/2016,3827,42.831,1920,142991741,50.599,14228,291
07/03/2016,3685,86.245,3433,144021329,50.65,12600,318
08/03/2016,3127,131.885,2372,144994432,50.594,9241,319
09/03/2016,2954,225.291,3125,145397914,50.625,10012,309
10/03/2016,3789,38.37,1921,146026508,50.548,14949,346
11/03/2016,4714,29.593,3939,149839279,49.892,15528,393
12/03/2016,3261,265.455,3515,147583869,49.905,11916,341
13/03/2016,4081,35.03,2347,146659736,49.712,14891,309
14/03/2016,4158,32.886,2361,147424738,49.78,17229,322
15/03/2016,3446,69.215,3533,147934121,49.594,13309,290
16/03/2016,3583,82.178,2719,147693715,49.714,11235,259
17/03/2016,4480,43.794,2503,147963955,49.829,15744,374
18/03/2016,4443,99.8,3586,144841823,49.8,13091,342
19/03/2016,4362,28.767,2503,142424754,49.928,16198,373
20/03/2016,4601,34.301,2549,142995565,50.071,17462,348
21/03/2016,4272,69.914,1839,142967857,50.086,11896,441
22/03/2016,4864,40.71,2090,144625384,50.097,18067,310
23/03/2016,4249,85.61,2995,145470007,50.087,14842,254
24/03/2016,7126,23.298,1513,145123492,50.031,15328,261
25/03/2016,4160,66.209,2729,144852403,49.311,15460,259
26/03/2016,5010,41.025,1988,145187569,49.272,22183,224
27/03/2016,4581,49.42,2292,146263577,49.302,22016,237
28/03/2016,5255,151.408,3810,147623462,48.717,12469,274
29/03/2016,5205,34.917,2067,145746930,48.9,14549,277
30/03/2016,4923,30.493,1184,144687234,49.228,10787,394
31/03/2016,4970,41.707,1446,145938817,49.134,12841,315
01/04/2016,5587,19.15,1779,146109535,48.878,10168,258
02/04/2016,5474,12.745,2149,146862821,48.99,29975,187
03/04/2016,3872,53.968,2216,146663688,49.057,10866,261
04/04/2016,4161,46.167,1998,146294395,49.062,14099,209
05/04/2016,5809,45.255,1948,146434176,49.174,12058,234
