date;transactions;median_transaction_value;av_transaction_value;market_cap;top_100_percent;active_addresses;tweets;google_trends;coin
24/08/2020;57490;22.023;3446;430028766;60.582;67850;451;0.113;doge
25/08/2020;51827;33.83;4135;420625747;60.594;57068;306;0.112;doge
26/08/2020;52766;31.728;3554;413743551;60.612;59015;811;0.11;doge
27/08/2020;55880;36.071;3021;408684160;60.576;61555;294;0.0989;doge
28/08/2020;51865;30.037;3125;407534021;60.57;63066;321;0.106;doge
29/08/2020;51265;29.615;3001;412814588;60.541;59116;441;0.104;doge
30/08/2020;46725;34.608;3138;416071568;60.496;53098;842;0.101;doge
31/08/2020;52445;37.186;3418;411658909;60.538;137077;467;0.112;doge
01/09/2020;53716;34.832;2912;409532768;60.506;62117;337;0.111;doge
02/09/2020;51855;30.04;3432;398367434;60.444;61346;329;0.121;doge
03/09/2020;54771;34.85;3033;379072661;60.539;90792;888;0.116;doge
04/09/2020;54895;28.672;3399;356218186;60.634;63426;210;0.118;doge
05/09/2020;52039;29.257;3413;357088149;60.517;58827;349;0.112;doge
06/09/2020;52644;35.072;3328;347983767;60.507;59483;199;0.1;doge
07/09/2020;52683;21.65;2886;349491962;60.557;60587;215;0.0991;doge
08/09/2020;50052;18.331;2740;346558819;60.342;57024;216;0.114;doge
09/09/2020;54421;23.032;3248;348078121;60.606;61037;260;0.107;doge
10/09/2020;51623;27.17;3781;352611713;60.635;58662;210;0.103;doge
11/09/2020;49289;22.116;2951;350525730;60.547;58156;274;0.0953;doge
12/09/2020;52770;31.371;3701;351406985;60.68;127593;384;0.0916;doge
13/09/2020;42637;27.188;3573;351098020;60.534;54224;303;0.098;doge
14/09/2020;44362;27.8;3839;350819326;60.568;57281;231;0.0949;doge
15/09/2020;43487;24.548;3344;356486126;60.561;76006;196;0.0994;doge
16/09/2020;39826;19.783;1736;356760685;60.545;90292;242;0.11;doge
17/09/2020;46189;25.391;3840;354094829;60.364;59721;194;0.0943;doge
18/09/2020;39681;15.478;738.533;353199611;60.375;57320;251;0.102;doge
19/09/2020;36844;16.8;699.651;354074402;60.418;52690;417;0.0941;doge
20/09/2020;37493;15.313;426.877;351705453;60.39;53230;296;0.0871;doge
21/09/2020;40373;20.416;1493;343367124;60.458;54424;190;0.0963;doge
22/09/2020;42927;18.35;1832;332068214;60.43;60724;192;0.104;doge
23/09/2020;45765;13.78;1887;331956297;60.347;62225;408;0.0971;doge
24/09/2020;57002;10.263;1395;329922414;60.581;137097;208;0.0873;doge
25/09/2020;50301;10.722;1455;337751156;60.44;67972;417;0.0984;doge
26/09/2020;40339;13.535;1210;341921754;60.435;55155;245;0.0957;doge
27/09/2020;39636;14.317;2202;341301381;60.304;58786;151;0.0923;doge
28/09/2020;39447;13.492;1538;340804885;60.381;58753;192;0.0882;doge
29/09/2020;41727;13.554;1434;337471666;60.162;61748;204;0.11;doge
30/09/2020;36028;12.125;1082;334311543;59.676;55322;175;0.09;doge
01/10/2020;43536;23.305;2019;334531821;59.681;59928;233;0.086;doge
02/10/2020;41210;21.824;1594;327143483;59.653;120887;454;0.0906;doge
03/10/2020;38090;17.461;1819;329450042;59.588;62602;387;0.0665;doge
04/10/2020;37100;14.817;1114;332317276;59.588;55116;275;0.0733;doge
05/10/2020;39850;18.081;825.541;332727546;59.669;59728;226;0.0908;doge
06/10/2020;39185;16.505;956.951;330120914;59.827;63650;233;0.0824;doge
07/10/2020;37154;18.278;954.25;327930214;59.825;54108;257;0.0734;doge
08/10/2020;37271;15.626;971.809;328697059;59.994;53175;221;0.0948;doge
09/10/2020;35581;18.358;1517;334204347;59.963;52926;274;0.0934;doge
10/10/2020;37942;16.549;1923;339154668;59.429;56434;369;0.0878;doge
11/10/2020;39011;13.722;800.636;338788978;59.436;55892;239;0.0944;doge
12/10/2020;40825;13.686;1893;338310876;57.685;58273;291;0.0848;doge
13/10/2020;39767;14.625;1151;336279419;57.678;57877;240;0.0949;doge
14/10/2020;39721;15.466;1399;334885360;57.604;116856;283;0.0851;doge
15/10/2020;36953;14.659;1134;330271400;57.581;53951;219;0.0798;doge
16/10/2020;37475;14.554;862.685;326252832;57.573;54619;166;0.0743;doge
17/10/2020;38291;14.506;722.441;326743627;57.603;57533;210;0.0652;doge
18/10/2020;37438;13.44;469.101;327971248;57.609;56378;280;0.0615;doge
19/10/2020;42394;14.358;571.208;329197559;57.895;112861;204;0.0721;doge
20/10/2020;40065;14.905;813.365;329134659;57.726;60281;178;0.0781;doge
21/10/2020;39818;16.599;672.775;332441160;57.726;57115;217;0.0839;doge
22/10/2020;37668;18.23;579.626;337000480;57.737;53855;238;0.0908;doge
23/10/2020;38168;14.836;540.713;337009445;57.755;56373;381;0.0821;doge
24/10/2020;39840;15.65;544.545;334167198;57.769;55867;255;0.0895;doge
25/10/2020;39283;15.911;628.902;336262041;57.935;80028;180;0.093;doge
26/10/2020;46552;16.036;1083;348767271;57.859;67299;247;0.0734;doge
27/10/2020;39355;17.091;751.808;339567079;57.892;55981;332;0.0791;doge
28/10/2020;40927;16.544;593.077;333114501;57.894;59369;354;0.0458;doge
29/10/2020;42268;16.254;607.866;327545854;58.055;91873;178;0.0737;doge
30/10/2020;40326;15.128;679.246;326868920;58.091;60432;165;0.062;doge
31/10/2020;40464;15.297;440.697;326229905;58.046;59539;187;0.0692;doge
01/11/2020;39140;18.406;544.638;326054800;58.028;57326;116;0.0622;doge
02/11/2020;40442;17.369;598.48;322873982;57.871;62382;1500;0.0789;doge
03/11/2020;44150;14.974;937.168;317850407;58.003;115646;489;0.0812;doge
04/11/2020;38839;15.2;420.2;321694279;57.856;65473;370;0.058;doge
05/11/2020;36820;16.992;554.938;329723464;57.966;83880;193;0.0634;doge
06/11/2020;37108;22.456;656.814;347591119;57.908;70129;184;0.0693;doge
07/11/2020;36082;23.447;915.417;351147507;57.884;67123;1027;0.0781;doge
08/11/2020;35794;19.201;543.126;343610930;57.874;57561;622;0.0585;doge
09/11/2020;38249;20.845;1109;344960031;57.971;73400;486;0.0711;doge
10/11/2020;38743;18.957;792.008;349351010;58.16;72633;526;0.0769;doge
11/11/2020;40181;16.236;762.188;357866747;58.282;120042;359;0.0731;doge
12/11/2020;36829;16.149;669.843;351711834;58.204;66593;246;0.0672;doge
13/11/2020;37373;19.853;1197;357150342;58.423;63926;202;0.0821;doge
14/11/2020;35874;17.348;546.202;352219936;58.413;54416;227;0.0601;doge
15/11/2020;38504;17.83;484.506;353263502;58.58;129303;1354;0.0523;doge
16/11/2020;39976;17.347;1019;362559399;58.64;72390;1092;0.0913;doge
17/11/2020;39161;19.232;1071;372648131;58.67;70755;557;0.0912;doge
18/11/2020;37074;15.69;994.822;370928244;58.848;67837;370;0.0955;doge
19/11/2020;40777;19.565;927.574;370933855;59.011;103047;133;0.0907;doge
20/11/2020;39428;15.105;1107;377798456;59.313;72203;617;0.0922;doge
21/11/2020;42719;18.996;1429;421967408;59.707;74718;516;0.169;doge
22/11/2020;36673;17.448;956.69;427259315;59.768;98036;399;0.134;doge
23/11/2020;39509;17.281;675.868;429272450;59.789;71205;173;0.117;doge
24/11/2020;42004;21.42;2458;494497950;60.097;74595;547;0.203;doge
25/11/2020;39647;21.508;1584;510328890;60.086;65682;313;0.151;doge
26/11/2020;41294;20.399;1855;418518371;60.323;76190;236;0.0922;doge
27/11/2020;39533;19.095;1881;411694526;60.405;140789;227;0.0804;doge
28/11/2020;37887;17.22;917.29;426600137;60.306;66494;176;0.0757;doge
29/11/2020;38822;17.818;657.342;435579824;60.376;65134;205;0.0726;doge
30/11/2020;39405;17.945;1243;446948568;60.234;69551;212;0.105;doge
01/12/2020;39238;18.677;1219;438515175;60.216;67515;165;0.0856;doge
02/12/2020;39339;16.983;632.443;429205455;60.24;70267;204;0.0817;doge
03/12/2020;38019;17.631;749.029;433748908;60.28;61680;267;0.0767;doge
04/12/2020;40112;19.923;623.152;429981537;60.351;123107;255;0.0805;doge
05/12/2020;35625;16.808;493.255;428062473;60.254;54145;188;0.0752;doge
06/12/2020;34504;16.702;430.1;432008152;60.202;53516;180;0.0492;doge
07/12/2020;39258;14.533;601.112;428696265;60.188;85710;253;0.0724;doge
08/12/2020;38788;17.077;534.107;418186848;60.152;70976;164;0.0534;doge
09/12/2020;38452;18.002;664.251;399843786;60.341;111261;143;0.0641;doge
10/12/2020;37558;15.965;575.753;399003337;60.192;57525;268;0.0623;doge
11/12/2020;37125;16.249;420.141;392797743;60.107;73872;152;0.0603;doge
12/12/2020;37887;16.196;462.748;403834493;60.098;63804;165;0.0403;doge
13/12/2020;37965;16.439;549.661;408898168;60.102;65038;161;0.0491;doge
14/12/2020;40552;16.324;747.096;413437424;59.963;69962;132;0.0688;doge
15/12/2020;41136;17.571;606.406;409432692;59.982;70749;196;0.0336;doge
16/12/2020;41235;17.145;571.3;416738697;59.964;70784;214;0.0706;doge
17/12/2020;45703;23.525;2850;461171631;60.103;149338;1025;0.126;doge
18/12/2020;39374;17.635;1430;483089281;60.229;67553;472;0.0909;doge
19/12/2020;37491;20.3;1763;500469320;60.248;58243;356;0.101;doge
20/12/2020;41695;25.399;5084;539723372;60.944;63020;1975;0.437;doge
21/12/2020;43712;33.823;6833;616689089;61.2;133967;2111;0.616;doge
22/12/2020;38037;22.16;4535;586188071;62.667;72109;696;0.489;doge
23/12/2020;36636;21.211;3839;548128985;62.419;68288;432;0.4;doge
24/12/2020;38541;20.982;1450;530275694;62.509;66533;628;0.117;doge
25/12/2020;38198;23.2;2198;574339293;62.513;63985;634;0.141;doge
26/12/2020;38934;23.628;2657;576667377;62.534;63839;682;0.0938;doge
27/12/2020;36821;25.005;2825;587298881;62.558;64750;863;0.402;doge
28/12/2020;39366;23.854;2161;592201843;62.58;71903;546;0.131;doge
29/12/2020;38180;28.694;2819;567001871;62.485;69841;512;0.0832;doge
30/12/2020;40217;28.932;3356;584822891;62.594;148834;875;0.101;doge
31/12/2020;34963;28.729;2957;594610245;62.466;62224;677;0.0791;doge
01/01/2021;34595;34.728;3697;633110301;62.377;60690;2669;0.5;doge
02/01/2021;57582;95.81;25652;1020840436;61.405;99595;69495;4.235;doge
03/01/2021;45008;91.274;41754;1443821182;60.262;87231;34797;3.678;doge
04/01/2021;39268;61.482;29734;1234654086;61.771;81103;18656;1.637;doge
05/01/2021;33127;50.531;28718;1214947201;62.489;113062;13411;1.182;doge
06/01/2021;31141;61.84;17134;1300062035;63.117;62530;16950;1.202;doge
07/01/2021;32604;50.197;16114;1282988650;63.678;68478;7147;1.177;doge
08/01/2021;29951;47.368;17867;1209851643;64.249;57543;6801;1.176;doge
09/01/2021;31095;37.9;10120;1298444325;64.253;55100;9789;1.36;doge
10/01/2021;29614;39.293;8339;1298619555;64.227;56949;6988;1.312;doge
11/01/2021;31669;34.701;22506;1092077408;64.214;56631;5357;0.74;doge
12/01/2021;29236;40.759;11731;1077617377;64.086;60545;5747;0.678;doge
13/01/2021;29926;29.01;6332;1040671220;63.995;58457;6529;0.66;doge
14/01/2021;32764;44.209;10936;1137855449;64.429;126205;5891;0.701;doge
15/01/2021;28008;37.36;14612;1194882331;64.351;53503;4112;0.672;doge
16/01/2021;26756;33.367;6606;1190433776;64.464;49708;5671;0.744;doge
17/01/2021;26497;34.133;6124;1168192102;64.514;49163;5517;0.734;doge
18/01/2021;26705;37.061;6684;1167298682;64.593;55529;4029;0.734;doge
19/01/2021;31596;35.755;5607;1181693065;64.619;57521;3223;0.731;doge
20/01/2021;29854;27.775;8496;1146056301;64.745;60980;2550;0.728;doge
21/01/2021;26966;27.136;5530;1103058265;64.751;52454;3392;0.721;doge
22/01/2021;29509;33.587;4613;1075701313;64.813;127029;2741;0.723;doge
23/01/2021;28193;28.561;3412;1098665690;64.739;53366;3178;0.618;doge
24/01/2021;26743;26.909;2874;1109312237;64.731;51564;3597;0.538;doge
25/01/2021;27319;32.676;9326;1108449047;64.689;52574;2493;0.825;doge
26/01/2021;26415;27.185;3852;1058069789;64.73;61711;2429;0.733;doge
27/01/2021;28047;26.959;16776;999744427;64.736;54034;4134;0.807;doge
28/01/2021;67166;165.609;54603;1910730430;64.049;154282;254191;17.022;doge
29/01/2021;119197;557.504;165727;6540313274;65.909;275199;967142;80.702;doge
30/01/2021;55462;202.893;97017;4177561674;66.453;111944;242371;25.301;doge
31/01/2021;47657;199.659;78694;4011569327;66.979;106060;197198;14.171;doge
01/02/2021;44665;192.639;198517;4902085985;66.229;93752;159158;11.842;doge
02/02/2021;36539;129.097;127919;4138346299;66.851;71142;91446;6.815;doge
03/02/2021;32956;131.048;62986;4214696401;67.152;59572;114368;5.522;doge
04/02/2021;58221;232.467;78571;5903318463;67.153;109621;198288;20.515;doge
05/02/2021;38179;172.503;104423;5948779077;67.572;75694;118484;11.912;doge
06/02/2021;36689;183.843;56413;6386591405;67.832;72277;114255;11.606;doge
07/02/2021;60832;334.018;83343;8159335675;66.757;147267;248607;23.032;doge
08/02/2021;59781;374.368;190320;9602620658;67.731;117208;162763;23.742;doge
09/02/2021;48833;265.959;94710;9735199571;67.207;43851;113208;15.566;doge
10/02/2021;40831;209.392;108866;9316723428;67.804;79238;99551;11.081;doge
11/02/2021;38180;187.08;77313;9206803773;67.784;71644;65792;8.704;doge
12/02/2021;37435;200.51;126667;8667503085;68.026;76592;69513;7.738;doge
13/02/2021;33829;139.587;63791;8813225243;68.043;86564;48396;5.987;doge
14/02/2021;36175;173.641;98108;8020220447;68.1;70655;48482;6.814;doge
15/02/2021;33424;166.475;75583;7348254585;67.771;67978;49552;8.224;doge
16/02/2021;30364;135.195;58528;7237025967;68.22;44629;33026;6.348;doge
17/02/2021;32923;113.55;51005;6724951176;68.201;19729;40988;5.643;doge
18/02/2021;34121;129.688;53763;6860676909;68.279;108818;53428;5.643;doge
19/02/2021;31607;136.226;74284;7188669341;68.025;69869;34417;4.461;doge
20/02/2021;34144;116.96;70880;7138084828;68.195;73693;40616;4.578;doge
21/02/2021;31843;114.901;41769;7097354721;67.92;62702;42184;4.218;doge
22/02/2021;31119;135.989;54961;7080754334;67.989;64190;37410;4.439;doge
23/02/2021;29439;138.245;66468;6166273511;68.558;57041;27257;3.771;doge
24/02/2021;33488;176.973;85860;6899241186;68.064;102682;40922;4.203;doge
25/02/2021;31169;108.946;59343;7003627414;68.017;63118;28490;3.556;doge
26/02/2021;31759;100.963;62163;6491145857;67.838;62201;27511;2.731;doge
27/02/2021;31852;118.194;55951;6489724536;67.515;59130;20964;2.32;doge
28/02/2021;33251;153.098;25754;6160303118;68.019;67504;22312;2.304;doge
01/03/2021;36782;192.918;23926;6361907196;68.089;63589;26241;2.289;doge
02/03/2021;41484;406.798;34661;6538013574;68.059;68812;21596;2.667;doge
03/03/2021;46755;615.771;38241;6542447203;68.146;77234;17787;2.332;doge
04/03/2021;52428;750.324;29604;6427865102;68.113;124466;19234;2.212;doge
05/03/2021;56784;1050;26818;6339545149;68.124;76923;18692;2.113;doge
06/03/2021;64315;1220;26404;6528344532;67.875;81779;21096;2.153;doge
07/03/2021;72359;1302;20392;6591923090;67.779;91419;23362;2.155;doge
08/03/2021;89574;1358;26848;7183500186;67.528;110687;63249;3.536;doge
09/03/2021;83394;2488;27962;7473671274;67.573;101921;43324;4.172;doge
10/03/2021;56539;566.138;27181;7250052499;67.763;88783;26312;2.918;doge
11/03/2021;32179;101.876;34381;7132243472;67.767;64842;24055;2.778;doge
12/03/2021;28157;85.528;38131;7136057548;67.797;121994;21029;2.692;doge
13/03/2021;28950;87.469;52588;7294691831;67.738;58035;31438;3.41;doge
14/03/2021;31081;121.358;41104;7806610893;67.508;64538;34955;4.527;doge
15/03/2021;29274;86.334;34072;7368838259;67.654;63225;21040;3.282;doge
16/03/2021;29281;78.711;31783;7397281658;67.738;56796;20633;3.319;doge
17/03/2021;38325;151.011;33220;7437978992;67.381;90061;21433;3.208;doge
18/03/2021;36208;120.412;31460;7466283149;67.207;67338;20117;3.095;doge
19/03/2021;35079;92.118;28770;7483499436;67.09;63272;19991;2.952;doge
20/03/2021;35059;119.635;29928;7620031657;66.978;102056;26638;2.935;doge
21/03/2021;35182;115.382;23242;7454957294;67.033;62996;20658;2.236;doge
22/03/2021;38260;127.862;28785;7345456162;67.039;71830;17151;2.202;doge
23/03/2021;42129;120.202;25836;7044075204;67.147;78390;12740;2.443;doge
24/03/2021;41204;108.854;21997;7014276913;67.386;73383;16726;2.361;doge
25/03/2021;40502;119.701;19977;6598367202;67.417;68159;17854;2.322;doge
26/03/2021;43298;138.745;17906;6789684232;67.419;89513;15719;2.332;doge
27/03/2021;46549;162.837;12815;6998570255;67.272;72483;13110;2.56;doge
28/03/2021;46033;164.696;16367;6963096563;67.281;76407;13500;2.46;doge
29/03/2021;46835;140.588;13483;6950742589;67.263;76101;13601;2.517;doge
30/03/2021;46079;128.221;20062;6995485777;67.208;89056;15198;2.649;doge
31/03/2021;47930;146.339;20936;6897336330;67.133;79205;8550;2.587;doge
01/04/2021;52020;167.424;56223;7455594628;66.939;93557;12368;6.507;doge
02/04/2021;50138;111.396;28949;7581995505;66.79;82121;4493;4.836;doge
03/04/2021;52470;109.135;22878;7487749038;66.676;87192;11397;4.298;doge
04/04/2021;44403;98.699;27928;7325102310;67.02;79088;11675;3.996;doge
05/04/2021;42741;84.271;33767;7442707580;67.014;77186;4563;2.959;doge
06/04/2021;38413;98.089;38153;7771942532;67.093;86635;6708;5.104;doge
07/04/2021;33759;109.637;58624;7871983157;67.473;65396;18420;5.243;doge
08/04/2021;32366;106.306;52808;7850684358;67.298;60315;11297;3.8;doge
09/04/2021;31556;95.852;43527;7951937043;67.12;73558;12908;3.221;doge
10/04/2021;38884;94.271;45832;8120750120;67.172;67767;14061;3.875;doge
11/04/2021;53030;168.594;76815;9124153106;67.271;93510;55137;11.055;doge
12/04/2021;50983;161.929;53398;9231396729;67.478;105855;28289;7.175;doge
13/04/2021;60296;200.247;71607;10343556665;67.279;103927;96908;17.173;doge
14/04/2021;81830;330.569;128665;15719407615;67.22;197140;211844;51.517;doge
15/04/2021;56106;321.529;242000;18197396676;66.999;125620;137796;44.077;doge
16/04/2021;139656;714.617;415744;39083454287;67.698;274513;401940;180.107;doge
17/04/2021;73108;477.274;357367;38521218366;67.43;153207;142980;90.597;doge
18/04/2021;57433;464.792;486009;38899969689;67.569;113580;139742;61.307;doge
19/04/2021;70856;615.613;651666;47616823262;67.262;160854;199181;72.426;doge
20/04/2021;68798;585.263;572235;47652374690;67.367;158693;221699;84.032;doge
21/04/2021;44814;385.263;554518;40592381124;67.074;94094;99163;48.421;doge
22/04/2021;42650;407.923;652849;35631105816;66.949;126568;97876;40.866;doge
23/04/2021;39847;377.665;656193;29434049178;66.763;94729;94074;43.838;doge
24/04/2021;34410;313.679;374531;33746667745;67.11;79614;95518;29.486;doge
25/04/2021;30170;283.617;562024;33718901433;67.175;64857;66357;23.433;doge
26/04/2021;30352;261.38;746358;33401981282;67.283;66241;62131;22.691;doge
27/04/2021;30705;252.215;415053;32483593925;67.34;65629;72915;21.596;doge
28/04/2021;37843;377.735;733257;36942962307;67.029;84016;82606;32.657;doge
29/04/2021;30647;307.753;925847;38328215303;66.95;68528;58964;24.055;doge
30/04/2021;32689;293.248;620495;37959230010;66.815;73676;64237;21.418;doge
01/05/2021;39108;358.992;646524;45006740448;66.916;78785;87286;29.733;doge
02/05/2021;37451;396.39;494406;47786069666;67.017;108931;86451;29.073;doge
03/05/2021;41583;424.512;486484;48293034858;66.916;88809;147489;37.482;doge
04/05/2021;77916;743.351;795264;61863910615;66.531;167341;325311;96.276;doge
05/05/2021;86705;895.462;990309;81019186950;66.797;188652;309275;119.294;doge
06/05/2021;60629;647.188;735033;77114222293;67.15;181919;137859;80.213;doge
07/05/2021;58370;791.225;820378;77598536622;66.98;133943;176145;75.251;doge
08/05/2021;76445;877.185;425835;87449296597;66.949;169748;220601;112.142;doge
09/05/2021;82109;682.143;846620;69071731710;67.041;227863;298715;187.988;doge
10/05/2021;56397;586.536;674950;65014962580;66.723;132546;138385;96.442;doge
11/05/2021;47653;486.982;789900;61802023212;67.034;118677;133793;64.392;doge
12/05/2021;43359;459.753;757606;59257059257;66.815;103066;107387;52.175;doge
13/05/2021;44333;554.789;804979;52734348207;66.729;107376;155557;65.847;doge
14/05/2021;50430;647.739;839533;67683561881;66.457;118358;139021;70.03;doge
15/05/2021;36764;511.316;534330;66345094958;66.45;88478;92065;43.131;doge
16/05/2021;33904;497.549;1028307;64749982759;66.237;82878;115293;39.825;doge
17/05/2021;34003;515.652;690805;62325018339;66.389;82665;94812;38.663;doge
18/05/2021;32539;486.21;591161;60687144628;66.366;74656;83971;30.458;doge
19/05/2021;39802;758.392;690897;50012382164;66.648;93635;99977;53.936;doge
20/05/2021;32284;528.85;749406;49000663474;66.927;78062;84651;39.398;doge
21/05/2021;28616;515.902;512084;48387691703;67.079;69931;74434;30.867;doge
22/05/2021;24898;419.731;594650;43519077463;67.226;60413;82461;25.272;doge
23/05/2021;28227;575.917;1161004;39783933431;67.176;106024;76725;30.733;doge
24/05/2021;26669;384.707;1061494;42034758895;67.409;63235;65901;27.839;doge
25/05/2021;25642;348.619;608744;43831199575;67.564;61749;76163;23.394;doge
26/05/2021;25735;324.809;236823;42184373345;67.61;59583;61944;19.722;doge
27/05/2021;23003;304.94;501794;39576499436;67.618;54504;54460;17.699;doge
28/05/2021;22621;293.546;404632;37980124834;67.646;53096;44583;16.453;doge
29/05/2021;21426;269.916;313873;35045809697;67.511;50655;38216;16.425;doge
30/05/2021;20159;263.529;495745;35684648059;67.44;68388;43335;14.897;doge
31/05/2021;21011;284.04;530780;35618856138;67.449;51034;41004;14.541;doge
01/06/2021;23385;384.044;591077;38669603642;67.282;51296;59868;17.303;doge
02/06/2021;34433;541.734;550293;50703925901;67.275;75316;91304;29.132;doge
03/06/2021;29618;631.335;1729356;52107759768;66.837;65398;69377;24.626;doge
04/06/2021;34749;493.91;706150;46901459206;66.788;75687;57635;19.692;doge
05/06/2021;28476;421.806;230337;47206983730;66.602;62129;60145;15.927;doge
06/06/2021;25439;362.953;245896;45031556194;66.604;54768;55328;14.107;doge
07/06/2021;26962;380.917;314820;41859248428;66.556;57856;51108;14.645;doge
08/06/2021;26486;405.676;360256;40185431914;66.401;57122;42451;15.344;doge
09/06/2021;25696;431.049;467104;40817570072;66.786;55334;49482;13.329;doge
10/06/2021;24092;360.269;387458;40949666342;66.646;52638;42754;11.953;doge
11/06/2021;24070;343.735;278391;38566440774;66.615;50501;44401;10.536;doge
12/06/2021;22680;311.121;297205;35569672911;66.536;48089;40193;10.279;doge
13/06/2021;21825;290.873;343548;34957747714;66.616;47263;47162;9.529;doge
14/06/2021;25062;349.118;198649;37963240166;66.548;52271;53460;11.382;doge
15/06/2021;24741;366.755;284532;38278503102;66.622;51545;46245;9.275;doge
16/06/2021;24524;334.9;292415;34829114992;66.522;52174;39967;8.329;doge
17/06/2021;23035;320.798;235518;33971382309;66.464;48724;40975;7.842;doge
18/06/2021;23727;381.553;335149;34009393555;66.558;49971;34905;9.365;doge
19/06/2021;22384;314.269;316459;33605800631;66.683;46613;31878;7.895;doge
20/06/2021;23071;336.181;288542;31692319587;66.595;50796;35840;9.799;doge
21/06/2021;29563;654.895;394657;29248871774;66.635;57679;55042;19.474;doge
22/06/2021;29739;649.272;359525;24654499844;67.422;62252;65999;21.805;doge
23/06/2021;26515;580.26;183793;28277428021;66.964;54159;52245;14.153;doge
24/06/2021;25345;509.749;128563;30490186671;66.987;50259;40545;12.004;doge
25/06/2021;28045;660.425;149561;32220223354;66.963;121403;47170;12.571;doge
26/06/2021;22690;433.292;102847;30694278757;67.003;45958;34718;9.347;doge
27/06/2021;23074;407.647;112581;30811322540;66.97;49910;33726;8.97;doge
28/06/2021;25199;449.631;105561;31158999810;66.934;54580;31073;9.605;doge
29/06/2021;26881;485.726;160525;30815549637;66.651;54068;38479;8.883;doge
30/06/2021;23917;450.063;295062;30678802458;66.411;48838;35808;7.888;doge
01/07/2021;24635;510.877;90369;30699372003;66.441;49788;44033;10.516;doge
02/07/2021;21892;358.54;118035;30279316903;66.236;45653;37396;10.287;doge
03/07/2021;19309;247.387;183735;30607521345;66.298;43672;38298;8.03;doge
04/07/2021;19913;222.836;141591;28438727931;66.19;45819;30554;8.523;doge
05/07/2021;19698;233.965;175222;28376244116;66.17;46022;32759;7.372;doge
06/07/2021;20015;265.279;725142;29783155654;66.058;84439;34306;7.331;doge
07/07/2021;20216;242.258;781595;27486777057;65.947;48199;34789;6.974;doge
08/07/2021;20439;305.409;829658;26857489344;65.717;46426;37339;8.028;doge
09/07/2021;20037;325.827;684638;27327671069;65.734;44858;42636;8.439;doge
10/07/2021;19537;213.942;612560;27217610200;65.706;44261;40958;6.566;doge
11/07/2021;17903;198.143;535267;26179522663;65.658;57641;32808;5.966;doge
12/07/2021;18134;199.934;505032;25843341029;65.516;47067;30280;6.144;doge
13/07/2021;17758;276.171;656579;25815156244;65.552;43122;30968;6.374;doge
14/07/2021;18493;263.497;616078;25558015910;65.526;44424;33929;6.748;doge
15/07/2021;18984;210.92;476261;24836766784;65.636;46431;33224;7.169;doge
16/07/2021;19457;231.229;611416;23555541332;65.537;45136;28783;7.227;doge
17/07/2021;19691;241.164;420679;23094642328;65.387;45268;41310;7.347;doge
18/07/2021;17358;204.489;454430;24415559885;65.316;47523;32911;6.688;doge
19/07/2021;17961;187.61;423155;22990213090;65.317;44397;30140;7.502;doge
20/07/2021;19345;250.279;397021;21888337601;65.436;45454;45282;7.933;doge
21/07/2021;20993;301.798;349782;24246509470;65.105;47665;44299;8.048;doge
22/07/2021;18797;220.36;339097;24909182044;65.138;43964;48733;7.348;doge
23/07/2021;18040;217.711;413450;24915501162;65.021;43230;32315;6.088;doge
24/07/2021;18649;227.123;381458;25437911156;65.139;43665;45849;5.319;doge
25/07/2021;17310;198.787;329045;25489143682;65.251;43452;37979;6.285;doge
26/07/2021;23298;348.285;405148;28328351402;65.182;52148;43781;9.444;doge
27/07/2021;18414;236.603;376195;26349717300;65.258;44090;30227;6.244;doge
28/07/2021;19464;253.747;381746;26939454917;65.344;45579;29118;5.782;doge
29/07/2021;18234;211.539;410401;26620662599;65.184;43937;29629;5.22;doge
30/07/2021;20832;202.808;257168;26589826923;65.065;53476;24943;4.953;doge
31/07/2021;19405;212.957;246440;27135533097;65.018;48237;32215;5.047;doge
01/08/2021;19167;234.111;242576;27594986477;64.959;47628;32726;4.939;doge
02/08/2021;18578;208.558;226114;26769423095;64.869;47699;30430;4.932;doge
03/08/2021;18020;203.439;278934;25875480682;64.938;47077;30138;4.448;doge
04/08/2021;18546;207.984;235422;25918397025;64.986;45722;26421;4.555;doge
05/08/2021;18536;224.096;138973;26011315825;64.891;46783;24870;4.682;doge
06/08/2021;19730;236.114;96010;26429039721;64.88;48330;29320;4.727;doge
07/08/2021;24431;361.385;123057;29663321886;64.881;56196;44203;7.549;doge
08/08/2021;24940;485.512;402545;33454549842;64.825;59444;57430;10.018;doge
09/08/2021;23483;342.887;305022;32577503245;64.68;54050;27651;7.302;doge
10/08/2021;21848;334.684;304179;33218205242;64.952;51701;36519;6.598;doge
11/08/2021;25352;400.264;166324;35203337424;64.815;60453;42651;8.035;doge
12/08/2021;22756;437.526;260613;35242072726;64.882;54502;32170;6.865;doge
13/08/2021;22324;334.892;130237;35912081055;64.864;52466;28153;6.773;doge
14/08/2021;24094;420.396;305780;37694715957;64.834;55128;33394;7.575;doge
15/08/2021;26145;501.543;236152;40066711941;64.745;58827;50865;11.441;doge
16/08/2021;28290;513.572;261694;43741697269;64.935;65971;39696;12.36;doge
17/08/2021;24490;465.726;482004;42101649538;64.88;57409;29845;9.031;doge
18/08/2021;23254;461.528;288149;39241588488;64.786;55453;28101;7.631;doge
