date;transactions;median_transaction_value;av_transaction_value;market_cap;top_100_percent;active_addresses;tweets;google_trends;coin
01/01/2015;15381;2.02;1132;17663288;43.606;37124;2492;0.32;doge
02/01/2015;16848;1.64;890.343;17712044;43.562;35053;938;0.444;doge
03/01/2015;17149;0.671;791.621;16905553;43.53;50037;null;0.458;doge
04/01/2015;16826;0.847;608.699;15931233;43.468;43997;1026;0.499;doge
05/01/2015;19529;1.592;850.546;15481032;43.138;43413;3590;0.499;doge
06/01/2015;16179;0.983;747.752;15779612;43.375;34771;3531;0.478;doge
07/01/2015;17500;1.136;915.752;16631391;43.405;38589;3298;0.542;doge
08/01/2015;21334;0.922;798.302;16460313;43.364;41007;3088;0.46;doge
09/01/2015;21223;1.566;1009;16269682;43.099;41892;6761;0.503;doge
10/01/2015;18466;1.63;771.215;15869396;43.25;42520;2321;0.301;doge
11/01/2015;16590;0.86;566.564;15503421;43.274;64969;2101;0.572;doge
12/01/2015;17441;0.831;590.589;15185537;42.834;42426;2988;0.626;doge
13/01/2015;16481;0.736;307.349;13782280;43.351;39437;2978;0.523;doge
14/01/2015;16998;0.742;255.426;12157817;43.289;41451;3006;0.643;doge
15/01/2015;19273;0.82;549.816;13313034;43.456;51152;3338;0.498;doge
16/01/2015;26507;5.501;584.999;13544204;43.421;61048;3355;0.551;doge
17/01/2015;36465;6.293;194.317;13219915;43.246;81534;2234;0.41;doge
18/01/2015;27321;2.857;361.497;13314352;43.125;69031;3781;0.443;doge
19/01/2015;39877;1.284;234.758;13441360;43.285;80914;7261;0.473;doge
20/01/2015;25572;0.995;401;13736283;43.051;58910;3702;0.497;doge
21/01/2015;38448;3.824;509.562;14257126;43.195;75684;3502;0.531;doge
22/01/2015;35105;1.664;534.812;14914420;43.191;64416;3018;0.493;doge
23/01/2015;23413;1.229;513.747;14780566;43.068;44867;3002;0.432;doge
24/01/2015;26185;2.712;402.202;15345214;42.988;41834;7606;0.479;doge
25/01/2015;43677;1.962;328.073;15716104;43.049;94470;2248;0.515;doge
26/01/2015;29722;1.766;742.497;16275076;43.077;55339;3147;0.482;doge
27/01/2015;26608;0.805;514.753;15011256;43.158;54197;2990;0.312;doge
28/01/2015;30739;2.274;582.803;14250500;43.172;56021;2965;0.505;doge
29/01/2015;28569;2.331;698.997;13613809;43.357;52058;3205;0.458;doge
30/01/2015;28589;1.908;565.008;13696332;43.34;44971;2960;0.261;doge
31/01/2015;33167;2.451;624.478;13805006;43.251;66905;2056;0.394;doge
01/02/2015;22990;1.402;645.785;13385419;43.168;55646;2381;0.439;doge
02/02/2015;21157;0.598;340.692;13753954;43.323;42581;7300;0.377;doge
03/02/2015;21513;0.989;396.052;14355139;43.259;46158;3308;0.319;doge
04/02/2015;23623;1.118;368.278;14035692;43.11;48485;3043;0.475;doge
05/02/2015;24876;0.909;312.248;13918713;44.845;53976;7085;0.32;doge
06/02/2015;19854;0.549;91.885;13734209;44.746;35274;3075;0.528;doge
07/02/2015;20189;0.673;91.215;14098933;44.699;35457;2624;0.385;doge
08/02/2015;21565;0.403;104.626;13870032;44.653;74591;3634;0.503;doge
09/02/2015;21740;0.291;65.428;13598089;44.665;43441;3157;0.389;doge
10/02/2015;22672;0.898;35.22;13459906;44.711;34912;2966;0.374;doge
11/02/2015;19903;0.828;91.7;13557731;44.686;34191;2969;0.348;doge
12/02/2015;21365;0.6;82.202;13516889;44.708;33886;3843;0.316;doge
13/02/2015;24173;0.88;101.862;13834152;44.738;36421;2979;0.338;doge
14/02/2015;24865;0.726;103.179;14052849;44.713;42730;2468;0.483;doge
15/02/2015;25772;0.651;166.248;14382835;44.691;72947;null;0.394;doge
16/02/2015;23368;0.533;159.706;13848268;44.655;38194;4036;0.423;doge
17/02/2015;23545;0.651;138.963;14077661;44.508;38103;2883;0.416;doge
18/02/2015;23771;0.569;165.119;13856229;44.531;37331;3085;0.448;doge
19/02/2015;23921;0.727;151.667;13918559;44.57;36396;2919;0.455;doge
20/02/2015;24601;0.697;220.536;13827449;44.508;36839;3184;0.41;doge
21/02/2015;25283;0.795;245.406;13775446;44.478;55636;2288;0.378;doge
22/02/2015;27863;0.636;290.097;13741454;44.204;56557;2416;0.427;doge
23/02/2015;41127;3.499;207.616;13400120;44.22;57373;3340;0.374;doge
24/02/2015;54484;33.721;138.54;13484444;44.181;70725;3245;0.501;doge
25/02/2015;49480;86.587;132.974;13599533;44.199;66304;3399;0.363;doge
26/02/2015;50705;78.689;110.105;13447304;44.093;64488;3254;0.268;doge
27/02/2015;49960;74.416;119.639;13881325;44.059;69859;3144;0.356;doge
28/02/2015;45844;59.89;133.201;13698265;43.986;82013;2130;0.365;doge
01/03/2015;44805;16.402;159.053;13623174;44.006;80676;2114;0.398;doge
02/03/2015;52398;56.384;187.842;13748946;44.027;70773;2812;0.312;doge
03/03/2015;48113;49.463;163.812;13620326;44.046;67952;4273;0.385;doge
04/03/2015;46995;37.169;158.063;13829274;44.1;57417;2533;0.34;doge
05/03/2015;55395;37.118;134.208;13515240;44.217;63618;2617;0.354;doge
06/03/2015;55012;29.305;120.367;13631486;44.288;73883;2636;0.364;doge
07/03/2015;43745;5.717;144.499;13733329;44.317;77175;2032;0.418;doge
08/03/2015;51325;4.389;112.19;13589852;44.346;83951;1738;0.366;doge
09/03/2015;55118;1.98;60.859;13676245;44.336;74529;2444;0.397;doge
10/03/2015;37484;0.185;203.975;13697734;44.213;54827;2821;0.448;doge
11/03/2015;38204;1.751;179.148;13871433;44.234;58314;2591;0.304;doge
12/03/2015;43977;4.262;104.991;14131477;44.034;56472;2747;0.444;doge
13/03/2015;50710;2.12;102.033;13914540;43.702;70205;3790;0.313;doge
14/03/2015;42212;0.222;107.06;13707907;43.783;71566;1834;0.363;doge
15/03/2015;34862;0.125;213.843;13693928;43.622;64676;1397;0.326;doge
16/03/2015;34698;0.223;270.786;14012188;43.449;51480;1922;0.314;doge
17/03/2015;31275;0.251;237.604;13929975;43.355;48251;2015;0.302;doge
18/03/2015;29423;0.18;142.725;13462420;43.354;46658;2085;0.299;doge
19/03/2015;25766;0.288;130.561;12801536;43.366;43710;1879;0.326;doge
20/03/2015;23613;0.144;136.157;12932287;43.436;39242;1885;0.358;doge
21/03/2015;21577;0.363;194.051;12711889;43.465;51413;1092;0.308;doge
22/03/2015;25880;0.17;167.357;12973708;43.495;60954;1022;0.306;doge
23/03/2015;26370;0.135;199.1;13306897;43.348;42582;1733;0.282;doge
24/03/2015;25051;0.148;148.319;12992259;43.249;35083;3208;0.233;doge
25/03/2015;34770;0.0976;81.173;12595226;43.39;44132;1802;0.23;doge
26/03/2015;31233;0.214;71.057;12893932;43.342;42767;1948;0.344;doge
27/03/2015;41462;0.149;53.088;12698331;43.415;50847;1582;0.269;doge
28/03/2015;48555;0.15;54.11;12673142;43.412;79867;1340;0.304;doge
29/03/2015;48337;0.71;66.262;12255418;43.399;84709;1770;0.384;doge
30/03/2015;54586;0.405;64.974;12350274;43.586;64913;2398;0.31;doge
31/03/2015;61369;0.595;48.864;12345674;43.5;67367;2459;0.328;doge
01/04/2015;69627;0.512;89.399;12229050;43.486;78828;2616;0.289;doge
02/04/2015;60413;1.088;61.251;12514262;43.481;68605;1343;0.259;doge
03/04/2015;71308;0.215;48.693;12561633;43.429;79956;3140;0.305;doge
04/04/2015;53548;0.142;50.796;12346917;43.372;80181;4278;0.279;doge
05/04/2015;52373;0.116;50.397;12059373;43.371;87605;1754;0.279;doge
06/04/2015;45459;0.0967;33.781;11904198;43.358;57696;2267;0.321;doge
07/04/2015;50589;0.114;35.253;11623139;43.413;60538;2481;0.264;doge
08/04/2015;44452;0.223;76.373;11540407;43.349;56783;3070;0.306;doge
09/04/2015;44933;0.366;62.61;11336407;43.371;52981;2379;0.345;doge
10/04/2015;55150;0.203;50.632;11094403;43.287;65869;2185;0.304;doge
11/04/2015;43312;0.599;54.645;11002571;43.203;69490;1603;0.263;doge
12/04/2015;39942;0.326;48.137;11068957;43.117;65167;1554;0.304;doge
13/04/2015;40354;0.0622;49.151;10681661;43.064;58426;2483;0.308;doge
14/04/2015;33239;0.0655;60.827;10042995;42.996;44513;2352;0.281;doge
15/04/2015;28882;0.0766;58.693;10110950;43.121;40459;2602;0.294;doge
16/04/2015;28171;0.0745;64.556;10319896;43.158;39081;2443;0.286;doge
17/04/2015;23384;0.654;72.589;10399645;43.189;34929;2248;0.246;doge
18/04/2015;21265;0.154;110.744;10450645;43.197;50211;1328;0.127;doge
19/04/2015;13477;0.296;149.718;10451835;43.226;47944;1363;0.294;doge
20/04/2015;22185;0.394;83.001;10401635;43.209;36824;2121;0.216;doge
21/04/2015;18507;0.102;55.796;10162293;43.205;28623;2085;0.289;doge
22/04/2015;18701;0.103;39.018;10776244;43.344;33346;2143;0.255;doge
23/04/2015;17057;0.108;50.153;10693857;43.274;29349;2320;0.274;doge
24/04/2015;17806;0.107;49.382;10325088;43.277;28780;2355;0.28;doge
25/04/2015;19275;0.0744;72.819;10152542;43.314;46439;1563;0.284;doge
26/04/2015;20813;0.175;89.014;9771546;43.337;51619;1476;0.237;doge
27/04/2015;17623;0.132;93.925;10088575;43.523;34327;2336;0.176;doge
28/04/2015;13767;0.854;97.499;9935442;43.834;27301;2297;0.267;doge
29/04/2015;12180;0.757;121.86;9781298;43.791;23349;2254;0.304;doge
30/04/2015;11555;1.069;136.473;10072128;43.18;30070;2362;0.297;doge
01/05/2015;17939;0.0679;121.05;9841160;42.997;30447;2310;0.343;doge
02/05/2015;14998;0.184;104.721;9632489;42.832;44736;1390;0.292;doge
03/05/2015;15229;0.734;146.995;9186290;42.736;46292;1435;0.396;doge
04/05/2015;16325;0.671;145.141;8965906;42.537;40701;2445;0.356;doge
05/05/2015;14431;1.045;136.678;8791888;42.542;30755;2676;0.295;doge
06/05/2015;15283;0.752;99.709;8729518;42.419;31114;2180;0.225;doge
07/05/2015;17863;0.833;81.308;8740047;42.404;35190;2025;0.203;doge
08/05/2015;12748;1.807;114.398;8970144;42.46;28769;1923;0.224;doge
09/05/2015;15934;1.89;97.09;9038854;42.412;45164;1746;0.131;doge
10/05/2015;19075;0.616;87.263;9027543;42.426;45517;1463;0.345;doge
11/05/2015;20071;0.122;111.319;9057319;43.625;38915;2204;0.296;doge
12/05/2015;27970;0.0811;79.667;10758907;43.468;43440;2482;0.321;doge
13/05/2015;18330;0.675;124.958;11014478;43.625;32237;2873;0.24;doge
14/05/2015;19358;0.309;87.265;11226309;43.608;34243;3579;0.261;doge
15/05/2015;14608;1.975;103.853;11824550;43.696;27105;5471;0.361;doge
16/05/2015;16662;3.975;123.696;11725648;43.505;45512;3688;0.308;doge
17/05/2015;18336;3.027;100.928;11408570;43.468;49288;2720;0.34;doge
18/05/2015;17165;1.155;75.134;11455898;43.458;32423;3297;0.241;doge
19/05/2015;18885;1.363;77.688;11947601;43.573;33915;2923;0.212;doge
20/05/2015;19482;4.392;94.896;13121530;43.315;40708;2610;0.281;doge
21/05/2015;11747;2.426;167.358;12987450;43.348;27295;3007;0.279;doge
22/05/2015;11603;1.591;211.159;13129829;43.408;26639;2223;0.333;doge
23/05/2015;12240;1.388;202.894;13753072;43.287;84483;1277;0.29;doge
24/05/2015;12848;0.862;554.343;13947169;43.088;94211;1155;0.348;doge
25/05/2015;13079;0.718;217.986;14204848;43.088;30073;1392;0.291;doge
26/05/2015;10871;1.508;279.628;15157986;43.131;27529;2171;0.28;doge
27/05/2015;11985;2.137;366.923;17722829;43.096;32209;2249;0.37;doge
28/05/2015;13579;1.572;366.545;19035066;42.997;32492;2182;0.379;doge
29/05/2015;13444;0.527;349.504;17930586;42.945;33111;2054;0.396;doge
30/05/2015;12682;0.373;246.373;16227114;43.142;35072;1414;0.421;doge
31/05/2015;12785;0.4;177.298;15777479;43.11;45708;1350;0.284;doge
01/06/2015;11214;0.521;230.809;14818040;43.08;27689;2160;0.258;doge
02/06/2015;12464;0.626;213.388;15273084;43.012;29106;2336;0.266;doge
03/06/2015;10669;0.929;249.572;15249681;42.837;24261;2279;0.329;doge
04/06/2015;12763;0.97;174.574;15064016;42.782;27508;2618;0.226;doge
05/06/2015;23354;0.756;131.603;15081638;42.753;30647;2443;0.329;doge
06/06/2015;25897;0.682;82.91;15525851;42.837;39195;1522;0.195;doge
07/06/2015;28020;0.622;86.256;15526765;42.818;44919;1325;0.394;doge
08/06/2015;18491;0.67;112.63;15566242;42.829;27935;2262;0.245;doge
09/06/2015;10758;1.355;178.481;16149714;43.755;24085;2407;0.226;doge
10/06/2015;9691;1.54;234.038;15346916;43.837;21211;2431;0.186;doge
11/06/2015;9865;1.313;139.995;15389412;43.769;21806;2165;0.239;doge
12/06/2015;8637;1.564;244.311;15568106;43.872;23023;2260;0.32;doge
13/06/2015;9252;1.591;219.263;15861470;44.069;29938;1559;0.261;doge
14/06/2015;10498;1.14;363.714;16644683;44.152;36392;1750;0.285;doge
15/06/2015;10340;1.655;360.837;16501926;44.129;22827;2666;0.256;doge
16/06/2015;11775;1.817;365.362;18129039;44.08;24058;2596;0.297;doge
17/06/2015;12428;1.161;441.255;20250143;43.426;26944;2530;0.273;doge
18/06/2015;12530;1.018;297.192;20141122;43.418;25136;2484;0.139;doge
19/06/2015;12849;0.821;321.56;20487086;43.366;21714;3329;0.328;doge
20/06/2015;9605;0.974;212.024;19823326;43.358;31122;2746;0.263;doge
21/06/2015;10457;0.707;189.66;19775753;43.365;36010;1526;0.344;doge
22/06/2015;10015;0.676;239.595;19782648;43.336;21672;2387;0.342;doge
23/06/2015;10735;0.941;389.278;18796837;43.314;29433;2497;0.175;doge
24/06/2015;12254;1.417;366.63;18189380;43.212;27187;2576;0.212;doge
25/06/2015;11609;1.092;251.018;18250214;43.29;28955;2199;0.225;doge
26/06/2015;11056;1.103;353.466;18238328;43.299;31751;2285;0.24;doge
27/06/2015;11669;0.748;269.06;19050430;43.33;35793;1744;0.235;doge
28/06/2015;11430;0.566;251.831;18823257;43.207;40815;1866;0.315;doge
29/06/2015;11297;0.777;490.476;19099769;43.27;28872;2921;0.268;doge
30/06/2015;11703;0.741;304.418;19751555;43.301;31000;3803;0.429;doge
01/07/2015;9711;0.832;386.976;19005635;43.522;21878;2983;0.202;doge
02/07/2015;10133;0.819;377.233;19057441;43.5;25864;3300;0.236;doge
03/07/2015;9839;1.18;321.379;18909036;43.528;25476;2220;0.313;doge
04/07/2015;9942;0.957;293.679;18824777;43.475;27838;2407;0.29;doge
05/07/2015;11570;0.688;376.911;18662676;43.487;40584;4112;0.35;doge
06/07/2015;11171;0.92;294.896;18927032;43.38;26863;5060;0.297;doge
07/07/2015;10314;1.164;287.549;18397523;43.356;22717;3039;0.333;doge
08/07/2015;10224;1.511;291.737;18499145;43.429;22174;3163;0.338;doge
09/07/2015;10564;1.111;367.072;19597894;43.453;24828;3826;0.303;doge
10/07/2015;11240;1.264;619.177;20866435;43.237;25300;3720;0.285;doge
11/07/2015;12285;0.583;306.167;19414498;43.267;37491;2762;0.411;doge
12/07/2015;12043;0.831;372.322;19823410;43.165;39368;2468;0.258;doge
13/07/2015;11573;1.077;405.579;19331876;43.257;25589;3748;0.298;doge
14/07/2015;11611;1.892;376.695;18950535;43.34;25714;3429;0.215;doge
15/07/2015;11623;1.398;253.422;18870507;43.449;21874;3540;0.256;doge
16/07/2015;12175;1.735;334.857;17356068;43.366;25259;3167;0.209;doge
17/07/2015;11817;1.759;337.183;17620231;43.645;23000;2912;0.313;doge
18/07/2015;11820;1.028;240.279;17547850;43.674;23050;2002;0.284;doge
19/07/2015;12851;0.608;310.355;16861305;43.689;40868;1884;0.229;doge
20/07/2015;12317;1.196;227.398;16745983;43.657;20663;2955;0.285;doge
21/07/2015;12182;1.351;167.583;16927332;43.65;15068;2980;0.312;doge
22/07/2015;12758;1.512;283.64;18054351;null;null;2376;0.291;doge
23/07/2015;11559;1.359;271.952;17666267;null;null;2421;0.215;doge
24/07/2015;11211;1.716;291.946;18278271;null;null;2545;0.251;doge
25/07/2015;11671;1.235;247.762;18745223;43.65;null;1481;0.209;doge
26/07/2015;13561;0.755;164.875;18314403;43.623;null;925;0.27;doge
27/07/2015;12763;0.968;315.741;18178521;43.469;12049;2520;0.293;doge
28/07/2015;13467;1.414;263.675;18161648;43.467;26312;2462;0.235;doge
29/07/2015;12272;2.038;275.964;18352534;43.539;25786;2256;0.351;doge
30/07/2015;12216;1.875;169.808;17987504;43.494;25426;2564;0.278;doge
31/07/2015;12317;1.924;212.151;18187626;43.497;23817;2234;0.291;doge
01/08/2015;12789;1.406;238.26;17499055;43.567;31288;1433;0.186;doge
02/08/2015;14651;1.166;195.32;17047947;43.533;42490;1455;0.222;doge
03/08/2015;13600;1.723;202.255;17299824;43.49;23905;2352;0.249;doge
04/08/2015;13769;1.694;246.056;17005207;44.896;22842;2318;0.233;doge
05/08/2015;12873;1.345;241.827;17171752;44.802;22898;2516;0.292;doge
06/08/2015;13315;1.613;256.319;16839557;44.757;24618;2249;0.293;doge
07/08/2015;13454;2.539;205.995;16490226;44.704;26450;2281;0.217;doge
08/08/2015;13529;2.28;187.522;16199450;44.635;35612;1396;0.222;doge
09/08/2015;15565;1.531;227.932;15863826;44.608;40226;1432;0.315;doge
10/08/2015;14403;1.791;308.343;15809037;44.665;26284;2514;0.19;doge
11/08/2015;13457;1.788;234.08;15850705;44.617;21536;2656;0.285;doge
12/08/2015;13527;1.542;173.328;15666603;44.697;26286;2492;0.318;doge
13/08/2015;13261;1.545;112.408;15416218;44.681;22253;2366;0.24;doge
14/08/2015;11665;1.493;173.706;15454785;44.695;20213;2388;0.214;doge
15/08/2015;19423;3.151;125.872;15333515;44.691;41665;1591;0.264;doge
16/08/2015;27696;3.15;105.013;14741029;44.686;62343;1541;0.294;doge
17/08/2015;13478;1.094;235.918;14679477;44.717;25356;2575;0.268;doge
18/08/2015;13694;1.406;203.603;14222060;44.694;22146;2392;0.275;doge
19/08/2015;11371;1.292;173.946;12909886;44.816;18763;2122;0.249;doge
20/08/2015;11227;1.392;154.692;13611698;44.885;20692;2274;0.232;doge
21/08/2015;10984;1.065;256.493;14237295;44.761;18327;2262;0.197;doge
22/08/2015;12505;0.879;215.383;13835846;44.788;28613;1422;0.247;doge
23/08/2015;12670;0.674;237.543;13417114;44.789;36104;1757;0.308;doge
24/08/2015;11288;1.255;211.254;12639852;44.803;21892;2329;0.215;doge
25/08/2015;10900;0.698;186.189;12279131;44.772;21946;2379;0.231;doge
26/08/2015;10833;0.699;154.058;13275837;44.855;39935;2354;0.243;doge
27/08/2015;10237;1.198;152.698;13081112;44.855;19565;2417;0.309;doge
28/08/2015;10181;1.026;212.227;12921712;44.749;20387;2417;0.283;doge
29/08/2015;11388;0.64;254.447;12890890;44.808;28564;807;0.199;doge
30/08/2015;11861;0.257;272.595;12782854;44.911;33627;1298;0.249;doge
31/08/2015;11217;0.682;225.344;12622943;44.858;21373;2347;0.24;doge
01/09/2015;10628;0.718;163.46;12720258;44.858;19035;2397;0.186;doge
02/09/2015;11838;0.441;200.159;12456441;44.833;17883;2380;0.37;doge
03/09/2015;10544;1.569;242.265;12278335;44.725;17193;2331;0.188;doge
04/09/2015;10351;0.852;146.909;12263926;44.729;18559;2207;0.268;doge
05/09/2015;12534;0.445;134.5;12547020;44.697;30104;1453;0.207;doge
06/09/2015;13632;0.528;206.926;12917537;44.681;35668;1304;0.173;doge
07/09/2015;16385;2.162;92.203;12709935;44.772;19216;1627;0.228;doge
08/09/2015;13912;1.552;146.948;12945575;44.768;24598;2461;0.229;doge
09/09/2015;11288;0.477;198.557;12999209;44.683;18786;1631;0.221;doge
10/09/2015;9781;0.758;343.119;12742184;44.694;16346;2362;0.168;doge
11/09/2015;10465;0.561;165.341;12822796;44.673;19554;2327;0.259;doge
12/09/2015;11720;0.881;135.928;12680699;44.661;19333;1720;0.106;doge
13/09/2015;13408;0.257;181.194;12356206;44.698;42131;1481;0.213;doge
14/09/2015;11095;0.712;269.46;12236529;44.985;20124;394;0.306;doge
15/09/2015;9853;0.582;158.108;12284683;45.079;16931;1459;0.231;doge
16/09/2015;10260;0.718;217.433;12163342;45.118;16810;2448;0.275;doge
17/09/2015;10252;1.172;286.745;12403536;45.083;18558;2352;0.246;doge
18/09/2015;10513;0.827;261.675;12495500;45.007;18171;2169;0.213;doge
19/09/2015;11477;1.222;205.125;12344278;44.887;19350;1550;0.243;doge
20/09/2015;13166;0.313;158.348;13032482;44.984;41329;1300;0.309;doge
21/09/2015;13803;0.265;209.218;12912552;45.009;20769;2359;0.25;doge
22/09/2015;11450;0.866;258.71;12505523;45.015;19438;2644;0.288;doge
23/09/2015;10685;0.549;135.193;12117666;45.089;17215;2513;0.285;doge
24/09/2015;10739;0.44;127.813;12327602;45.082;16446;2414;0.184;doge
25/09/2015;11049;0.55;174.273;12249522;45.084;18981;2508;0.24;doge
26/09/2015;11495;0.646;134.009;12089766;45.084;27374;1504;0.265;doge
27/09/2015;12961;0.25;152.049;12072841;45.168;35625;1582;0.206;doge
28/09/2015;10666;0.622;136.355;12153277;45.146;19089;3111;0.21;doge
29/09/2015;10798;0.672;269.061;12251892;45.126;17199;2247;0.151;doge
30/09/2015;10953;0.689;203.227;12310553;45.116;20287;3143;0.206;doge
01/10/2015;11030;0.607;145.64;12205765;45.135;18524;2643;0.406;doge
02/10/2015;10970;0.69;133.133;12170538;45.153;18787;2239;0.208;doge
03/10/2015;11695;0.83;120.284;11993593;45.144;28466;1725;0.278;doge
04/10/2015;13801;0.277;178.502;11853676;45.137;44025;1802;0.232;doge
05/10/2015;11803;0.537;165.358;11635502;45.13;23530;1963;0.193;doge
06/10/2015;11119;0.565;143.628;11905340;44.969;20723;3230;0.272;doge
07/10/2015;10451;0.493;133.825;12000535;44.891;20979;2742;0.322;doge
08/10/2015;10422;1.047;172.852;11822524;44.856;22356;2106;0.283;doge
09/10/2015;10858;0.816;163.368;11834934;44.919;19803;2538;0.318;doge
10/10/2015;13232;0.386;135.749;11773573;44.933;33329;1797;0.233;doge
11/10/2015;13080;0.291;119.172;11769977;44.939;41542;1725;0.318;doge
12/10/2015;11448;0.447;80.834;11956795;44.89;20506;2568;0.229;doge
13/10/2015;11142;0.439;78.324;11778967;44.892;20443;2551;0.14;doge
14/10/2015;10477;0.73;147.962;11835464;44.898;18638;2159;0.188;doge
15/10/2015;10944;0.817;154.334;11883519;44.835;21794;2545;0.238;doge
16/10/2015;11903;0.689;171.571;11768882;44.867;21612;1990;0.33;doge
17/10/2015;15040;0.896;104.031;11762885;44.898;33536;1935;0.233;doge
18/10/2015;14666;0.46;153.267;11654949;44.861;41215;1564;0.202;doge
19/10/2015;13534;1.551;98.946;11678893;44.813;24491;2412;0.305;doge
20/10/2015;13705;1.133;201.304;11760535;44.793;24365;1552;0.256;doge
21/10/2015;14357;1.519;184.621;11567569;44.716;23124;2543;0.259;doge
22/10/2015;14294;1.152;126.276;11689712;44.71;20214;2167;0.21;doge
23/10/2015;15421;1.256;225.826;11340839;44.815;23824;1892;0.269;doge
24/10/2015;17643;1.757;124.425;11171393;44.833;35424;1668;0.246;doge
25/10/2015;17643;0.795;126.862;11353246;44.773;42143;1449;0.311;doge
26/10/2015;15379;1.089;156.918;11344710;44.729;25291;2135;0.236;doge
27/10/2015;12970;0.953;143.757;11688787;44.715;22636;2274;0.245;doge
28/10/2015;12720;0.622;175.653;12137876;44.629;22428;2463;0.223;doge
29/10/2015;12235;1.293;204.641;13111498;44.661;19702;2319;0.199;doge
30/10/2015;12489;1.107;148.485;13849833;44.788;22190;2286;0.345;doge
31/10/2015;14690;1.017;110.137;12850689;44.874;33932;1674;0.289;doge
01/11/2015;13289;0.461;164.334;12727152;44.791;39318;1595;0.253;doge
02/11/2015;13708;1.093;282.26;13043209;45.165;24155;2131;0.294;doge
03/11/2015;12457;1.458;201.983;13498474;45.188;21422;2285;0.321;doge
04/11/2015;12506;1.941;291.445;14318066;45.092;22678;2193;0.41;doge
05/11/2015;12870;2.007;215.374;14365099;45.142;18456;2079;0.455;doge
06/11/2015;13036;1.051;157.818;14073482;45.11;30392;2203;0.349;doge
07/11/2015;13047;1.238;153.7;13977178;44.987;20052;1456;0.387;doge
08/11/2015;13652;0.519;356.871;13648776;45.108;39011;1409;0.432;doge
09/11/2015;10194;0.33;306.892;13348081;45.163;23153;2634;0.246;doge
10/11/2015;16152;4.063;223.559;13610918;45.213;19265;3075;0.186;doge
11/11/2015;13666;2.949;214.15;12805846;45.251;22485;1329;0.373;doge
12/11/2015;14023;4.104;212.623;13123465;45.32;19815;1658;0.287;doge
13/11/2015;12972;2.324;239.138;13276280;45.357;17370;1519;0.321;doge
14/11/2015;13655;1.324;158.188;13473844;45.18;32145;929;0.315;doge
15/11/2015;14356;0.644;182.353;13140525;45.222;40098;684;0.382;doge
16/11/2015;15664;3.072;247.169;13442130;45.094;23432;1387;0.202;doge
17/11/2015;15408;3.1;162.666;13787327;45.109;21532;1752;0.303;doge
18/11/2015;13493;1.519;244.785;13890647;45.039;23546;2193;0.31;doge
19/11/2015;12574;1.486;220.248;13721319;45.026;19068;1881;0.297;doge
20/11/2015;12167;0.945;194.706;13320506;44.966;24522;1902;0.321;doge
21/11/2015;13664;0.966;140.438;13630844;44.947;32466;1122;0.276;doge
22/11/2015;14604;0.344;223.43;13663004;45.278;40981;1249;0.36;doge
23/11/2015;15482;2.657;106.575;13538739;45.32;19775;2121;0.231;doge
24/11/2015;15250;2.937;95.448;13501754;45.221;20439;2081;0.26;doge
25/11/2015;16801;2.973;214.965;13865654;45.325;20417;2131;0.339;doge
26/11/2015;16446;2.16;184.109;13980877;45.155;21873;1234;0.27;doge
27/11/2015;16373;2.95;199.922;14065099;45.126;23294;1633;0.226;doge
28/11/2015;19015;2.76;204.245;13359445;45.239;34118;1520;0.281;doge
29/11/2015;18594;0.657;181.396;13400698;45.309;39923;982;0.158;doge
30/11/2015;16859;1.889;231.846;13618381;45.239;27401;2297;0.344;doge
01/12/2015;16289;2.709;219.17;13300496;45.281;20638;2330;0.317;doge
02/12/2015;12684;1.112;293.24;13261610;45.235;20661;1627;0.349;doge
03/12/2015;13600;1.643;242.192;13483502;45.286;18494;2017;0.281;doge
04/12/2015;12675;1.301;296.487;13219870;44.992;16439;1995;0.423;doge
05/12/2015;16341;0.64;261.047;12745402;44.919;31180;1184;0.359;doge
06/12/2015;17887;0.918;234.125;12649833;44.874;41660;1284;0.291;doge
07/12/2015;15462;0.668;205.916;12465466;44.828;22415;2229;0.342;doge
08/12/2015;12864;1.508;349.229;13672564;45.09;27913;1923;0.387;doge
09/12/2015;15032;1.576;269.962;14993721;45.213;25534;2350;0.388;doge
10/12/2015;13057;1.518;422.865;15083103;45.037;22863;2053;0.363;doge
11/12/2015;13145;1.688;421.856;15496643;44.891;25557;1361;0.312;doge
12/12/2015;16160;1.991;250.545;15625209;44.833;33482;1153;0.311;doge
13/12/2015;14130;1.618;315.197;15861596;44.888;34620;1136;0.385;doge
14/12/2015;15052;2.039;229.191;15672488;45.007;34635;1599;0.404;doge
15/12/2015;14909;2.697;309.617;16148022;44.929;23069;2229;0.391;doge
16/12/2015;15185;2.699;330.19;16851615;44.747;25865;2422;0.321;doge
17/12/2015;14096;2.523;363.206;16480843;44.942;24412;1441;0.46;doge
18/12/2015;13109;2.678;296.63;16180658;44.823;22974;2019;0.274;doge
19/12/2015;16355;1.998;270.046;16252444;44.672;36930;1158;0.387;doge
20/12/2015;17732;1.553;274.927;15878318;44.604;49128;1133;0.467;doge
21/12/2015;15688;1.824;281.165;15461625;44.484;31429;2160;0.274;doge
22/12/2015;13913;1.767;296.703;15551753;44.678;21911;2051;0.275;doge
23/12/2015;14847;1.805;247.902;15688014;44.579;18715;1329;0.368;doge
24/12/2015;13509;2.337;363.015;15873275;44.458;21601;1113;0.345;doge
